request_id,year,department,item_category,is_urgent,search_summary.specs_searched,search_summary.cheapest_vendor_found,search_summary.vendor_channel_type,requested_unit_price,historical_avg_price,quantity,vendor_risk_score,dept_budget_remaining,total_amount,price_variance_ratio,search_summary.real_price,search_summary.price_savings_vs_requested
PO-SYN-000205,2021,Kantor Inspektorat Kabupaten Lombok Barat,Hardware / Laptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Global Komputer,E-Katalog,14992659.0,15751397.01,3,0.01,335289843.99,44977977.0,-0.0482,13942784.2,1049874.8
PO-SYN-000206,2023,Kantor Kecamatan Malili,Belanja Modal Alat Kantor,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Sinar Niaga Teknologi,Direct Procurement,8413471.42,3141000.0,2,0.3,0.0,16826942.84,1.6786,10265565.65,-1852094.23
PO-SYN-000207,2022,Direktorat Operasi,Laptop,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",CV. MALILI TEKNO,mbizmarket.co.id,47923381.03,8621233.91,4,0.2,0.0,191693524.12,4.5588,37360994.57,10562386.46
PO-SYN-000208,2022,Direktorat Operasi,Hardware / Laptop,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",CV. MALILI TEKNO,Direct Procurement,7985897.4,3141000.0,1,0.0,94558752.19,7985897.4,1.5425,7063203.49,922693.91
PO-SYN-000209,2025,Kantor Kecamatan Malili,Hardware / Laptop,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Internal Procurement/Standard Vendor,Direct/Official Channel,22400324.41,3141000.0,3,0.12,0.0,67200973.23,6.1316,25034002.65,-2633678.24
PO-SYN-000210,2024,Kantor Kecamatan Malili,Leptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,CV. MALILI TEKNO,E-Katalog,39968488.64,3141000.0,8,0.07,0.0,319747909.12,11.7248,35989285.08,3979203.56
PO-SYN-000211,2024,Dinas Kependudukan dan Pencatatan Sipil,Electronics/Computers,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Komputer,Direct Procurement,28137004.82,19214554.18,4,0.0,129583077.8,112548019.28,0.4644,25639400.58,2497604.24
PO-SYN-000212,2023,Direktorat Sistem Pengadaan Digital,Leptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. MALILI TEKNO,Katalog Elektronik,16301793.18,3141000.0,1,0.16,368282690.02,16301793.18,4.19,17507554.07,-1205760.89
PO-SYN-000213,2024,Kantor Kecamatan Malili,Leptop,1,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. MALILI TEKNO,Direct Procurement,3141000.0,12611937.38,6,0.04,686226160.78,18846000.0,-0.751,3611802.16,-470802.16
PO-SYN-000214,2021,Direktorat Operasi,Pengadaan Laptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Global Tech Solutions,Katalog Elektronik,21662572.76,12734629.76,3,0.01,269068951.91,64987718.28,0.7011,18181023.41,3481549.35
PO-SYN-000215,2023,Rumah Sakit Mutiara Sukma,Komputer/Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Sinar Niaga Teknologi,E-Katalog,4374480.55,3141000.0,1,0.08,0.0,4374480.55,0.3927,2932545.28,1441935.27
PO-SYN-000216,2025,Kantor Kecamatan Malili,Electronics/Computers,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Komputer,E-Katalog,25136484.73,59882044.3,2,0.12,106920522.56,50272969.46,-0.5802,22584997.65,2551487.08
PO-SYN-000217,2024,Kantor Kecamatan Malili,Leptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Internal Procurement/Standard Vendor,E-Katalog,34513718.36,13051657.25,3,0.06,0.0,103541155.08,1.6444,32710308.79,1803409.57
PO-SYN-000218,2023,Direktorat Operasi,Electronics/Computers,1,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Sinar Niaga Teknologi,mbizmarket.co.id,15175217.98,5219812.96,4,0.0,93030599.47,60700871.92,1.9072,11946789.17,3228428.81
PO-SYN-000219,2022,Kantor Kecamatan Malili,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Komputer,Katalog Elektronik,37462460.63,25922819.21,2,0.11,445669483.99,74924921.26,0.4452,37811902.31,-349441.68
PO-SYN-000220,2024,Rumah Sakit Mutiara Sukma,Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Internal Procurement/Standard Vendor,E-Katalog,18450853.04,3141000.0,1,0.0,0.0,18450853.04,4.8742,13731490.14,4719362.9
PO-SYN-000221,2023,Dinas Kependudukan dan Pencatatan Sipil,Electronics/Computers,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Internal Procurement/Standard Vendor,Direct/Official Channel,19269217.57,26848137.62,2,0.08,102427197.0,38538435.14,-0.2823,16565168.56,2704049.01
PO-SYN-000222,2025,Dinas Kependudukan dan Pencatatan Sipil,Laptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,CV. MALILI TEKNO,Direct/Official Channel,3141000.0,15511347.93,1,0.09,482057197.88,3141000.0,-0.7975,3178745.24,-37745.24
PO-SYN-000223,2023,Kantor Kecamatan Malili,Pengadaan Laptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,CV. MALILI TEKNO,mbizmarket.co.id,14494979.34,43018146.13,3,0.0,0.0,43484938.02,-0.663,13784268.74,710710.6
PO-SYN-000224,2023,Kantor Kecamatan Malili,Belanja Modal Alat Kantor,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Internal Procurement/Standard Vendor,mbizmarket.co.id,11406331.65,20803077.5,3,0.03,198860866.61,34218994.95,-0.4517,11669293.16,-262961.51
PO-SYN-000225,2022,Kantor Kecamatan Malili,Electronics/Computers,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. JUMPA KARYA ABADI,mbizmarket.co.id,35052450.14,3141000.0,1,0.13,0.0,35052450.14,10.1596,33465273.44,1587176.7
PO-SYN-000226,2025,Dinas Kependudukan dan Pencatatan Sipil,Belanja Modal Alat Kantor,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Global Komputer,Katalog Elektronik,3141000.0,3141000.0,4,0.11,0.0,12564000.0,0.0,2334346.65,806653.35
PO-SYN-000227,2025,Rumah Sakit Mutiara Sukma,Pengadaan Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,mbizmarket.co.id,8612282.59,24528070.2,1,0.05,81770450.53,8612282.59,-0.6489,7118937.75,1493344.84
PO-SYN-000228,2023,Direktorat Sistem Pengadaan Digital,Pengadaan Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Sinar Niaga Teknologi,E-Katalog,20381594.25,3141000.0,6,0.01,78664934.92,122289565.5,5.4889,18622050.85,1759543.4
PO-SYN-000229,2022,Kantor Inspektorat Kabupaten Lombok Barat,Belanja Modal Alat Kantor,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Sinar Niaga Teknologi,E-Katalog,10432272.11,3141000.0,2,0.21,0.0,20864544.22,2.3213,8031350.49,2400921.62
PO-SYN-000230,2022,Kantor Kecamatan Malili,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. JUMPA KARYA ABADI,mbizmarket.co.id,44272688.53,14413707.97,1,0.14,0.0,44272688.53,2.0716,46651390.56,-2378702.03
PO-SYN-000231,2023,Kantor Kecamatan Malili,Pengadaan Laptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Komputer,E-Katalog,30251070.54,9726289.13,9,0.0,277868363.14,272259634.86,2.1102,27724252.84,2526817.7
PO-SYN-000232,2023,Kantor Inspektorat Kabupaten Lombok Barat,Belanja Modal Alat Kantor,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Tech Solutions,Direct/Official Channel,41277811.94,44209150.57,3,0.0,204824535.65,123833435.82,-0.0663,40573967.71,703844.23
PO-SYN-000233,2024,Kantor Inspektorat Kabupaten Lombok Barat,Leptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,E-Katalog,53857071.33,20233009.58,1,0.05,0.0,53857071.33,1.6618,42909824.89,10947246.44
PO-SYN-000234,2024,Direktorat Sistem Pengadaan Digital,Electronics/Computers,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",CV. JUMPA KARYA ABADI,mbizmarket.co.id,39486719.9,6883042.99,1,0.08,392722015.93,39486719.9,4.7368,41922591.22,-2435871.32
PO-SYN-000235,2021,Kantor Kecamatan Malili,Pengadaan Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Sinar Niaga Teknologi,E-Katalog,35874283.56,5202147.23,1,0.19,2190046.69,35874283.56,5.8961,31986757.49,3887526.07
PO-SYN-000236,2023,Direktorat Operasi,Pengadaan Laptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",CV. MALILI TEKNO,Katalog Elektronik,41745400.2,27294644.11,4,0.26,0.0,166981600.8,0.5294,34987940.97,6757459.23
PO-SYN-000237,2021,Kantor Kecamatan Malili,Leptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Sinar Niaga Teknologi,E-Katalog,19275637.6,22454953.17,7,0.08,225103192.23,134929463.2,-0.1416,18338472.81,937164.79
PO-SYN-000238,2024,Dinas Kependudukan dan Pencatatan Sipil,Hardware / Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,Direct Procurement,11816847.35,3815468.61,1,0.0,618101788.34,11816847.35,2.0971,10947806.14,869041.21
PO-SYN-000239,2021,Kantor Kecamatan Malili,Hardware / Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Tech Solutions,E-Katalog,14356914.22,13278151.4,3,0.11,308517348.47,43070742.66,0.0812,12585767.46,1771146.76
PO-SYN-000240,2021,Kantor Kecamatan Malili,Leptop,1,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",CV. MALILI TEKNO,E-Katalog,15313765.49,22690304.8,2,0.2,212851396.17,30627530.98,-0.3251,14335791.35,977974.14
PO-SYN-000241,2022,Rumah Sakit Mutiara Sukma,Komputer/Laptop,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Internal Procurement/Standard Vendor,E-Katalog,29985137.8,37680171.25,3,0.0,189216504.8,89955413.4,-0.2042,21792492.94,8192644.86
PO-SYN-000242,2022,Kantor Kecamatan Malili,Komputer/Laptop,1,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,CV. MALILI TEKNO,Direct/Official Channel,8923876.08,27801668.32,6,0.03,165693477.2,53543256.48,-0.679,10623217.41,-1699341.33
PO-SYN-000243,2025,Rumah Sakit Mutiara Sukma,Leptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Internal Procurement/Standard Vendor,E-Katalog,22523479.84,60000000.0,4,0.0,280780101.68,90093919.36,-0.6246,17243074.48,5280405.36
PO-SYN-000244,2023,Kantor Kecamatan Malili,Hardware / Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,E-Katalog,41065899.13,29262426.11,2,0.0,31616591.12,82131798.26,0.4034,35503936.68,5561962.45
PO-SYN-000245,2022,Rumah Sakit Mutiara Sukma,Leptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Internal Procurement/Standard Vendor,E-Katalog,8006357.07,27838926.79,8,0.07,0.0,64050856.56,-0.7124,6148426.43,1857930.64
PO-SYN-000246,2023,Rumah Sakit Mutiara Sukma,Hardware / Laptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Internal Procurement/Standard Vendor,mbizmarket.co.id,39419860.73,7675722.35,2,0.03,0.0,78839721.46,4.1357,32693805.94,6726054.79
PO-SYN-000247,2024,Direktorat Sistem Pengadaan Digital,Belanja Modal Alat Kantor,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,CV. JUMPA KARYA ABADI,Direct Procurement,16129942.75,24994619.12,1,0.0,272764256.49,16129942.75,-0.3547,18946695.01,-2816752.26
PO-SYN-000248,2023,Direktorat Sistem Pengadaan Digital,Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Global Tech Solutions,Direct/Official Channel,48794168.69,11211576.87,3,0.13,0.0,146382506.07,3.3521,51813970.26,-3019801.57
PO-SYN-000249,2025,Rumah Sakit Mutiara Sukma,Electronics/Computers,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,E-Katalog,3141000.0,39179508.8,1,0.3,0.0,3141000.0,-0.9198,2381427.62,759572.38
PO-SYN-000250,2023,Kantor Inspektorat Kabupaten Lombok Barat,Electronics/Computers,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,CV. JUMPA KARYA ABADI,mbizmarket.co.id,45526637.82,51689525.2,9,0.16,350871781.57,409739740.38,-0.1192,41976230.16,3550407.66
PO-SYN-000251,2024,Kantor Inspektorat Kabupaten Lombok Barat,Electronics/Computers,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. MALILI TEKNO,Direct Procurement,32026392.21,8661657.96,1,0.03,41672205.99,32026392.21,2.6975,32735957.74,-709565.53
PO-SYN-000252,2021,Rumah Sakit Mutiara Sukma,Leptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Komputer,Direct/Official Channel,30577402.69,34009342.56,3,0.18,0.0,91732208.07,-0.1009,27638563.33,2938839.36
PO-SYN-000253,2023,Direktorat Sistem Pengadaan Digital,Electronics/Computers,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",CV. MALILI TEKNO,Katalog Elektronik,5597098.88,3141000.0,2,0.02,477577815.69,11194197.76,0.7819,6017409.42,-420310.54
PO-SYN-000254,2024,Direktorat Sistem Pengadaan Digital,Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Global Tech Solutions,E-Katalog,3141000.0,49132021.43,6,0.09,27095847.82,18846000.0,-0.9361,2865898.23,275101.77
PO-SYN-000255,2024,Rumah Sakit Mutiara Sukma,Komputer/Laptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,CV. MALILI TEKNO,mbizmarket.co.id,11688622.73,36254614.3,8,0.19,0.0,93508981.84,-0.6776,8864222.25,2824400.48
PO-SYN-000256,2025,Kantor Kecamatan Malili,Komputer/Laptop,1,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. JUMPA KARYA ABADI,Direct/Official Channel,20758203.11,3141000.0,3,0.01,0.0,62274609.33,5.6088,20957094.1,-198890.99
PO-SYN-000257,2024,Dinas Kependudukan dan Pencatatan Sipil,Komputer/Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. JUMPA KARYA ABADI,mbizmarket.co.id,27346400.89,8972677.97,1,0.0,78610469.7,27346400.89,2.0477,24993503.76,2352897.13
PO-SYN-000258,2021,Dinas Kependudukan dan Pencatatan Sipil,Pengadaan Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Sinar Niaga Teknologi,Katalog Elektronik,47632754.57,10244774.0,1,0.08,0.0,47632754.57,3.6495,41282378.49,6350376.08
PO-SYN-000259,2022,Kantor Kecamatan Malili,Pengadaan Laptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,CV. MALILI TEKNO,E-Katalog,31809313.28,38579659.68,2,0.01,0.0,63618626.56,-0.1755,27535012.32,4274300.96
PO-SYN-000260,2021,Kantor Inspektorat Kabupaten Lombok Barat,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Sinar Niaga Teknologi,mbizmarket.co.id,14264550.87,24116876.65,5,0.0,472202591.41,71322754.35,-0.4085,12600525.72,1664025.15
PO-SYN-000261,2022,Direktorat Sistem Pengadaan Digital,Belanja Modal Alat Kantor,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Global Tech Solutions,Katalog Elektronik,17890162.68,5363394.29,1,0.12,276508716.76,17890162.68,2.3356,18383247.32,-493084.64
PO-SYN-000262,2021,Kantor Inspektorat Kabupaten Lombok Barat,Leptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,Direct Procurement,19452004.4,26616725.47,1,0.0,291375389.55,19452004.4,-0.2692,19068136.58,383867.82
PO-SYN-000263,2021,Dinas Kependudukan dan Pencatatan Sipil,Laptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Global Komputer,E-Katalog,23456871.89,3141000.0,4,0.02,0.0,93827487.56,6.468,19489041.88,3967830.01
PO-SYN-000264,2025,Direktorat Operasi,Hardware / Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Internal Procurement/Standard Vendor,mbizmarket.co.id,5283004.38,4302692.75,3,0.15,0.0,15849013.14,0.2278,4173809.22,1109195.16
PO-SYN-000265,2021,Dinas Kependudukan dan Pencatatan Sipil,Komputer/Laptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Global Komputer,mbizmarket.co.id,25847741.39,29597664.61,3,0.0,0.0,77543224.17,-0.1267,21794293.32,4053448.07
PO-SYN-000266,2023,Direktorat Sistem Pengadaan Digital,Hardware / Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. MALILI TEKNO,E-Katalog,3141000.0,3141000.0,4,0.12,0.0,12564000.0,0.0,2858328.59,282671.41
PO-SYN-000267,2025,Direktorat Sistem Pengadaan Digital,Electronics/Computers,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",Global Komputer,E-Katalog,29212206.59,52554406.89,2,0.0,38381020.48,58424413.18,-0.4442,29921342.09,-709135.5
PO-SYN-000268,2023,Rumah Sakit Mutiara Sukma,Hardware / Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,Katalog Elektronik,6849607.85,4488791.65,1,0.0,117494553.84,6849607.85,0.5259,6050383.34,799224.51
PO-SYN-000269,2023,Dinas Kependudukan dan Pencatatan Sipil,Belanja Modal Alat Kantor,1,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Internal Procurement/Standard Vendor,E-Katalog,23978699.64,13689703.32,2,0.0,314378054.02,47957399.28,0.7516,18752949.36,5225750.28
PO-SYN-000270,2024,Rumah Sakit Mutiara Sukma,Hardware / Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Komputer,E-Katalog,15077642.09,60000000.0,3,0.0,0.0,45232926.27,-0.7487,11977391.23,3100250.86
PO-SYN-000271,2025,Direktorat Operasi,Pengadaan Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",Sinar Niaga Teknologi,Direct/Official Channel,20270057.62,3141000.0,5,0.0,570745179.94,101350288.1,5.4534,19118553.57,1151504.05
PO-SYN-000272,2023,Dinas Kependudukan dan Pencatatan Sipil,Electronics/Computers,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Tech Solutions,E-Katalog,10360866.19,39489643.47,3,0.12,211235260.61,31082598.57,-0.7376,7790313.4,2570552.79
PO-SYN-000273,2021,Rumah Sakit Mutiara Sukma,Hardware / Laptop,1,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Tech Solutions,E-Katalog,6892284.54,35265471.49,1,0.0,0.0,6892284.54,-0.8046,5287444.55,1604839.99
PO-SYN-000274,2021,Dinas Kependudukan dan Pencatatan Sipil,Pengadaan Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. JUMPA KARYA ABADI,E-Katalog,54725643.0,3141000.0,3,0.18,65114530.07,164176929.0,16.423,43938175.62,10787467.38
PO-SYN-000275,2024,Kantor Inspektorat Kabupaten Lombok Barat,Leptop,1,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Tech Solutions,E-Katalog,3141000.0,25142258.34,2,0.13,393157471.7,6282000.0,-0.8751,2970898.64,170101.36
PO-SYN-000276,2023,Kantor Inspektorat Kabupaten Lombok Barat,Belanja Modal Alat Kantor,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,E-Katalog,28513620.43,23417448.12,3,0.0,173370300.49,85540861.29,0.2176,23525128.98,4988491.45
PO-SYN-000277,2024,Direktorat Sistem Pengadaan Digital,Electronics/Computers,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Internal Procurement/Standard Vendor,Direct Procurement,21245621.99,40105145.39,1,0.15,426745290.33,21245621.99,-0.4703,25279649.4,-4034027.41
PO-SYN-000278,2025,Rumah Sakit Mutiara Sukma,Belanja Modal Alat Kantor,1,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Internal Procurement/Standard Vendor,mbizmarket.co.id,3141000.0,7708716.05,7,0.03,0.0,21987000.0,-0.5925,2459589.87,681410.13
PO-SYN-000279,2022,Kantor Kecamatan Malili,Leptop,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Global Komputer,E-Katalog,33126899.39,27134860.34,2,0.0,0.0,66253798.78,0.2208,28532675.34,4594224.05
PO-SYN-000280,2024,Kantor Kecamatan Malili,Pengadaan Laptop,1,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",CV. JUMPA KARYA ABADI,E-Katalog,46821704.13,12512463.83,6,0.19,344204491.34,280930224.78,2.742,41365690.86,5456013.27
PO-SYN-000281,2022,Direktorat Sistem Pengadaan Digital,Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,CV. MALILI TEKNO,Katalog Elektronik,25404306.76,17528607.55,1,0.06,0.0,25404306.76,0.4493,28049234.18,-2644927.42
PO-SYN-000282,2021,Kantor Inspektorat Kabupaten Lombok Barat,Komputer/Laptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,CV. JUMPA KARYA ABADI,E-Katalog,10055147.68,21320355.66,3,0.0,237633726.85,30165443.04,-0.5284,8220414.11,1834733.57
PO-SYN-000283,2024,Rumah Sakit Mutiara Sukma,Komputer/Laptop,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",CV. JUMPA KARYA ABADI,E-Katalog,33669159.69,3141000.0,3,0.23,0.0,101007479.07,9.7192,24436580.78,9232578.91
PO-SYN-000284,2024,Kantor Kecamatan Malili,Electronics/Computers,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Global Komputer,Direct Procurement,27351840.64,20957293.97,4,0.08,250068451.36,109407362.56,0.3051,32556427.7,-5204587.06
PO-SYN-000285,2021,Dinas Kependudukan dan Pencatatan Sipil,Hardware / Laptop,0,"Laptop Intel Ultra 7, 14 inch, 16GB RAM, 512GB SSD, Win 11 Pro",CV. JUMPA KARYA ABADI,mbizmarket.co.id,25511930.02,13876398.14,5,0.23,51394410.47,127559650.1,0.8385,20375221.91,5136708.11
PO-SYN-000286,2023,Rumah Sakit Mutiara Sukma,Pengadaan Laptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Internal Procurement/Standard Vendor,Direct Procurement,37836934.63,15910223.31,1,0.12,0.0,37836934.63,1.3782,35339129.99,2497804.64
PO-SYN-000287,2025,Kantor Inspektorat Kabupaten Lombok Barat,Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. MALILI TEKNO,Katalog Elektronik,24136037.3,21140994.66,5,0.0,218581238.91,120680186.5,0.1417,21694633.66,2441403.64
PO-SYN-000288,2023,Direktorat Operasi,Leptop,0,"Lenovo Yoga 7i 2in1, Intel Core Ultra 7, 16Gb RAM, 1Tb NVMe, Win 11 Pro",Global Komputer,E-Katalog,31327284.47,28289670.39,1,0.14,0.0,31327284.47,0.1074,24006147.47,7321137.0
PO-SYN-000289,2021,Direktorat Sistem Pengadaan Digital,Laptop,1,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Sinar Niaga Teknologi,Katalog Elektronik,24760133.72,48864344.07,2,0.0,80706403.58,49520267.44,-0.4933,25414371.51,-654237.79
PO-SYN-000290,2022,Direktorat Operasi,Belanja Modal Alat Kantor,1,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,Internal Procurement/Standard Vendor,Direct/Official Channel,32407861.12,3141000.0,1,0.0,331776074.06,32407861.12,9.3177,31481173.63,926687.49
PO-SYN-000291,2025,Direktorat Operasi,Komputer/Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Komputer,Direct/Official Channel,16421582.61,15095179.55,3,0.15,0.0,49264747.83,0.0879,14870274.01,1551308.6
PO-SYN-000292,2024,Kantor Inspektorat Kabupaten Lombok Barat,Komputer/Laptop,0,AXIOO Mybook Pro F3 (4H9) i3-6157u/4GB/14,Global Tech Solutions,Direct Procurement,35505731.95,26366947.93,3,0.13,0.0,106517195.85,0.3466,38392497.94,-2886765.99
PO-SYN-000293,2025,Kantor Kecamatan Malili,Electronics/Computers,0,HP240R G9 CORE 7 150U 16GB 512SSD WIN11HOME FHD FP,CV. MALILI TEKNO,mbizmarket.co.id,6706226.56,3141000.0,4,0.17,50147830.73,26824906.24,1.1351,6783849.23,-77622.67
PO-SYN-000294,2023,Direktorat Operasi,Pengadaan Laptop,0,"Asus X441MA-GA031T/Celeron N4020/4GB/1TB/14""/Win 10 Home",CV. JUMPA KARYA ABADI,mbizmarket.co.id,46766953.04,40060000.8,8,0.11,105264622.6,374135624.32,0.1674,33884011.82,12882941.22
PO-SYN-000295,2023,Kantor Kecamatan Malili,Leptop,0,PC Unit ExpertCenter EG3408WVAK-BPC515X and Laptop OmniBook 5 Flip 14-FP0558TU,Sinar Niaga Teknologi,E-Katalog,13918385.57,3747544.69,9,0.01,117632937.53,125265470.13,2.714,12914282.4,1004103.17
