po_id,po_date,business_unit,spec_id,cpu_tier,ram_gb,storage_gb,dedicated_gpu,qty,historical_unit_price_rp,current_quote_unit_price_rp,vendor,has_benchmark_reference,has_supporting_doc,data_type,historical_total_rp,current_quote_total_rp
PO-02572,2026-07-21,IT & Digital,SPEC-HIGH,high,16,512,True,40,21019000.0,18781000.0,Vendor C,True,True,synthetic,840760000.0,751240000.0
PO-02573,2026-08-21,Compliance,SPEC-HIGH,high,16,512,True,5,19542000.0,18996000.0,Vendor C,True,False,synthetic,97710000.0,94980000.0
PO-02574,2025-09-18,Corporate Affairs,SPEC-PREMIUM,premium,16,512,False,5,21489000.0,20395000.0,Vendor C,False,True,synthetic,107445000.0,101975000.0
PO-02575,2024-11-01,Operations,SPEC-ENTRY,entry,8,256,False,20,5111000.0,5594000.0,Vendor A,False,False,synthetic,102220000.0,111880000.0
PO-02576,2024-11-06,Retail Banking,SPEC-MID,mid,16,512,False,40,8334000.0,7885000.0,Vendor E,True,True,synthetic,333360000.0,315400000.0
PO-02577,2025-02-22,Operations,SPEC-MID,mid,16,512,False,30,8124000.0,8609000.0,Vendor E,True,True,synthetic,243720000.0,258270000.0
PO-02578,2025-05-28,Finance & Risk,SPEC-HIGH,high,16,512,True,20,19734000.0,21678000.0,Vendor A,False,True,synthetic,394680000.0,433560000.0
PO-02579,2026-03-12,Compliance,SPEC-MID,mid,16,512,False,5,7694000.0,7629000.0,Vendor A,True,True,synthetic,38470000.0,38145000.0
PO-02580,2026-07-06,Finance & Risk,SPEC-MID,mid,16,512,False,10,8565000.0,8951000.0,Vendor C,True,True,synthetic,85650000.0,89510000.0
PO-02581,2025-11-04,Compliance,SPEC-ENTRY,entry,8,256,False,20,5397000.0,6010000.0,Vendor B,True,False,synthetic,107940000.0,120200000.0
PO-02582,2026-05-18,Operations,SPEC-ENTRY,entry,8,256,False,15,5247000.0,5712000.0,Vendor E,True,False,synthetic,78705000.0,85680000.0
PO-02583,2025-07-25,Corporate Affairs,SPEC-PREMIUM,premium,16,512,False,40,20361000.0,23887000.0,Vendor D,True,True,synthetic,814440000.0,955480000.0
PO-02584,2026-07-08,Corporate Affairs,SPEC-MID,mid,16,512,False,5,8243000.0,7994000.0,Vendor E,False,False,synthetic,41215000.0,39970000.0
PO-02585,2024-09-21,Corporate Affairs,SPEC-HIGH,high,16,512,True,5,22550000.0,19075000.0,Vendor A,False,True,synthetic,112750000.0,95375000.0
PO-02586,2025-07-15,Retail Banking,SPEC-HIGH,high,16,512,True,25,22483000.0,23958000.0,Vendor C,True,True,synthetic,562075000.0,598950000.0
PO-02587,2025-08-31,Compliance,SPEC-ENTRY,entry,8,256,False,15,5693000.0,5114000.0,Vendor C,True,True,synthetic,85395000.0,76710000.0
PO-02588,2024-10-17,Operations,SPEC-MID,mid,16,512,False,30,7727000.0,9391000.0,Vendor D,True,True,synthetic,231810000.0,281730000.0
PO-02589,2025-06-17,Operations,SPEC-ENTRY,entry,8,256,False,30,5576000.0,5038000.0,Vendor D,False,True,synthetic,167280000.0,151140000.0
PO-02590,2026-06-11,Compliance,SPEC-MID,mid,16,512,False,15,7985000.0,7532000.0,Vendor E,True,True,synthetic,119775000.0,112980000.0
PO-02591,2024-09-06,IT & Digital,SPEC-MID,mid,16,512,False,5,8006000.0,7801000.0,Vendor E,False,True,synthetic,40030000.0,39005000.0
PO-02592,2026-01-17,IT & Digital,SPEC-MID,mid,16,512,False,20,8093000.0,9322000.0,Vendor D,False,True,synthetic,161860000.0,186440000.0
PO-02593,2024-09-26,Operations,SPEC-PREMIUM,premium,16,512,False,40,22055000.0,24320000.0,Vendor A,False,True,synthetic,882200000.0,972800000.0
PO-02594,2025-05-10,Operations,SPEC-HIGH,high,16,512,True,25,20366000.0,23188000.0,Vendor A,False,True,synthetic,509150000.0,579700000.0
PO-02595,2025-04-12,IT & Digital,SPEC-PREMIUM,premium,16,512,False,15,20882000.0,21339000.0,Vendor C,False,True,synthetic,313230000.0,320085000.0
PO-02596,2025-07-06,IT & Digital,SPEC-HIGH,high,16,512,True,15,22568000.0,22051000.0,Vendor E,False,False,synthetic,338520000.0,330765000.0
PO-02597,2025-10-11,Compliance,SPEC-MID,mid,16,512,False,25,8662000.0,8973000.0,Vendor D,True,True,synthetic,216550000.0,224325000.0
PO-02598,2026-07-21,Finance & Risk,SPEC-ENTRY,entry,8,256,False,25,5649000.0,5107000.0,Vendor E,False,True,synthetic,141225000.0,127675000.0
PO-02599,2025-06-10,IT & Digital,SPEC-HIGH,high,16,512,True,5,20796000.0,22089000.0,Vendor D,False,True,synthetic,103980000.0,110445000.0
PO-02600,2025-07-07,Corporate Affairs,SPEC-MID,mid,16,512,False,40,8570000.0,8017000.0,Vendor E,False,False,synthetic,342800000.0,320680000.0
PO-02601,2026-08-01,Finance & Risk,SPEC-PREMIUM,premium,16,512,False,5,21963000.0,22325000.0,Vendor A,False,True,synthetic,109815000.0,111625000.0
PO-02602,2026-04-30,Corporate Affairs,SPEC-HIGH,high,16,512,True,15,20683000.0,21696000.0,Vendor A,True,True,synthetic,310245000.0,325440000.0
PO-02603,2026-04-27,IT & Digital,SPEC-MID,mid,16,512,False,15,7716000.0,7390000.0,Vendor A,False,True,synthetic,115740000.0,110850000.0
PO-02604,2026-01-26,Operations,SPEC-ENTRY,entry,8,256,False,30,5239000.0,5386000.0,Vendor C,True,False,synthetic,157170000.0,161580000.0
PO-02605,2025-02-10,IT & Digital,SPEC-ENTRY,entry,8,256,False,50,5524000.0,5668000.0,Vendor A,False,False,synthetic,276200000.0,283400000.0
PO-02606,2025-03-22,Operations,SPEC-MID,mid,16,512,False,25,8351000.0,8052000.0,Vendor B,True,False,synthetic,208775000.0,201300000.0
PO-02607,2025-11-23,Corporate Affairs,SPEC-MID,mid,16,512,False,40,8610000.0,8559000.0,Vendor E,False,False,synthetic,344400000.0,342360000.0
PO-02608,2024-09-12,Finance & Risk,SPEC-HIGH,high,16,512,True,25,22243000.0,20485000.0,Vendor C,True,True,synthetic,556075000.0,512125000.0
PO-02609,2025-07-18,Compliance,SPEC-ENTRY,entry,8,256,False,10,5448000.0,6212000.0,Vendor D,True,True,synthetic,54480000.0,62120000.0
PO-02610,2025-11-26,Retail Banking,SPEC-HIGH,high,16,512,True,25,21851000.0,24184000.0,Vendor C,True,True,synthetic,546275000.0,604600000.0
PO-02611,2026-03-16,Retail Banking,SPEC-ENTRY,entry,8,256,False,25,5823000.0,5425000.0,Vendor C,True,False,synthetic,145575000.0,135625000.0
PO-02612,2026-02-17,Operations,SPEC-HIGH,high,16,512,True,10,22633000.0,21285000.0,Vendor E,True,True,synthetic,226330000.0,212850000.0
PO-02613,2025-02-06,Compliance,SPEC-PREMIUM,premium,16,512,False,10,19394000.0,19491000.0,Vendor D,True,True,synthetic,193940000.0,194910000.0
PO-02614,2025-09-08,Finance & Risk,SPEC-ENTRY,entry,8,256,False,20,5901000.0,5864000.0,Vendor D,True,True,synthetic,118020000.0,117280000.0
PO-02615,2025-04-19,Compliance,SPEC-PREMIUM,premium,16,512,False,15,21507000.0,20307000.0,Vendor A,False,True,synthetic,322605000.0,304605000.0
PO-02616,2025-01-28,Compliance,SPEC-HIGH,high,16,512,True,5,21578000.0,19774000.0,Vendor D,False,True,synthetic,107890000.0,98870000.0
PO-02617,2025-06-27,Retail Banking,SPEC-MID,mid,16,512,False,10,7733000.0,9323000.0,Vendor B,True,True,synthetic,77330000.0,93230000.0
PO-02618,2024-11-21,Retail Banking,SPEC-ENTRY,entry,8,256,False,25,5259000.0,4983000.0,Vendor E,True,True,synthetic,131475000.0,124575000.0
PO-02619,2025-02-25,Finance & Risk,SPEC-HIGH,high,16,512,True,10,20397000.0,19898000.0,Vendor C,True,True,synthetic,203970000.0,198980000.0
PO-02620,2026-06-03,Finance & Risk,SPEC-ENTRY,entry,8,256,False,10,5892000.0,4992000.0,Vendor C,False,False,synthetic,58920000.0,49920000.0
PO-02621,2026-01-03,Finance & Risk,SPEC-ENTRY,entry,8,256,False,5,5478000.0,5238000.0,Vendor E,False,True,synthetic,27390000.0,26190000.0
PO-02622,2026-02-15,IT & Digital,SPEC-MID,mid,16,512,False,30,8117000.0,9248000.0,Vendor B,True,True,synthetic,243510000.0,277440000.0
PO-02623,2025-03-20,Finance & Risk,SPEC-ENTRY,entry,8,256,False,15,5764000.0,5174000.0,Vendor D,True,True,synthetic,86460000.0,77610000.0
PO-02624,2025-05-25,IT & Digital,SPEC-ENTRY,entry,8,256,False,5,5654000.0,5510000.0,Vendor E,False,True,synthetic,28270000.0,27550000.0
PO-02625,2025-09-26,Retail Banking,SPEC-HIGH,high,16,512,True,5,20829000.0,20440000.0,Vendor C,True,False,synthetic,104145000.0,102200000.0
PO-02626,2025-07-01,Operations,SPEC-ENTRY,entry,8,256,False,5,5716000.0,4997000.0,Vendor C,True,True,synthetic,28580000.0,24985000.0
PO-02627,2025-07-14,Retail Banking,SPEC-HIGH,high,16,512,True,50,22347000.0,23231000.0,Vendor C,False,False,synthetic,1117350000.0,1161550000.0
PO-02628,2025-06-23,Retail Banking,SPEC-HIGH,high,16,512,True,20,22577000.0,21509000.0,Vendor E,True,False,synthetic,451540000.0,430180000.0
PO-02629,2025-07-08,Operations,SPEC-HIGH,high,16,512,True,10,22114000.0,24468000.0,Vendor C,False,False,synthetic,221140000.0,244680000.0
PO-02630,2025-07-20,Retail Banking,SPEC-PREMIUM,premium,16,512,False,50,21361000.0,19637000.0,Vendor C,True,True,synthetic,1068050000.0,981850000.0
PO-02631,2026-03-27,Compliance,SPEC-MID,mid,16,512,False,30,7935000.0,7804000.0,Vendor E,True,True,synthetic,238050000.0,234120000.0
PO-02632,2026-05-13,Corporate Affairs,SPEC-ENTRY,entry,8,256,False,5,5379000.0,5220000.0,Vendor E,True,True,synthetic,26895000.0,26100000.0
PO-02633,2026-02-23,Operations,SPEC-MID,mid,16,512,False,10,8114000.0,7978000.0,Vendor A,True,False,synthetic,81140000.0,79780000.0
PO-02634,2025-06-18,Compliance,SPEC-ENTRY,entry,8,256,False,25,5324000.0,4993000.0,Vendor A,True,True,synthetic,133100000.0,124825000.0
PO-02635,2025-12-21,Finance & Risk,SPEC-MID,mid,16,512,False,20,8919000.0,9657000.0,Vendor D,False,True,synthetic,178380000.0,193140000.0
PO-02636,2025-11-20,Retail Banking,SPEC-HIGH,high,16,512,True,5,21972000.0,24468000.0,Vendor A,False,False,synthetic,109860000.0,122340000.0
PO-02637,2025-02-10,IT & Digital,SPEC-MID,mid,16,512,False,5,8903000.0,9655000.0,Vendor E,False,True,synthetic,44515000.0,48275000.0
PO-02638,2024-09-07,IT & Digital,SPEC-ENTRY,entry,8,256,False,20,5238000.0,5800000.0,Vendor A,False,True,synthetic,104760000.0,116000000.0
PO-02639,2025-06-27,Corporate Affairs,SPEC-ENTRY,entry,8,256,False,10,5114000.0,5231000.0,Vendor C,True,True,synthetic,51140000.0,52310000.0
PO-02640,2026-03-22,Finance & Risk,SPEC-MID,mid,16,512,False,15,8913000.0,9266000.0,Vendor D,True,True,synthetic,133695000.0,138990000.0
PO-02641,2024-10-15,Finance & Risk,SPEC-MID,mid,16,512,False,10,8177000.0,8377000.0,Vendor A,False,True,synthetic,81770000.0,83770000.0
PO-02642,2024-11-17,Retail Banking,SPEC-MID,mid,16,512,False,15,7692000.0,9085000.0,Vendor C,True,True,synthetic,115380000.0,136275000.0
PO-02643,2026-07-06,Retail Banking,SPEC-MID,mid,16,512,False,10,8292000.0,8840000.0,Vendor C,True,True,synthetic,82920000.0,88400000.0
PO-02644,2026-08-11,IT & Digital,SPEC-MID,mid,16,512,False,20,8723000.0,8029000.0,Vendor A,False,True,synthetic,174460000.0,160580000.0
PO-02645,2025-11-12,Operations,SPEC-PREMIUM,premium,16,512,False,20,21119000.0,23073000.0,Vendor C,True,True,synthetic,422380000.0,461460000.0
PO-02646,2026-07-08,Finance & Risk,SPEC-ENTRY,entry,8,256,False,10,5452000.0,5866000.0,Vendor B,False,True,synthetic,54520000.0,58660000.0
PO-02647,2026-01-22,Retail Banking,SPEC-ENTRY,entry,8,256,False,20,5523000.0,4945000.0,Vendor A,False,True,synthetic,110460000.0,98900000.0
PO-02648,2024-09-04,IT & Digital,SPEC-MID,mid,16,512,False,10,8487000.0,8471000.0,Vendor B,True,True,synthetic,84870000.0,84710000.0
PO-02649,2024-11-26,Retail Banking,SPEC-PREMIUM,premium,16,512,False,40,20790000.0,18632000.0,Vendor A,True,True,synthetic,831600000.0,745280000.0
PO-02650,2025-08-03,Operations,SPEC-PREMIUM,premium,16,512,False,5,20966000.0,24545000.0,Vendor D,False,False,synthetic,104830000.0,122725000.0
PO-02651,2026-07-01,Retail Banking,SPEC-ENTRY,entry,8,256,False,15,5228000.0,5961000.0,Vendor D,False,True,synthetic,78420000.0,89415000.0
PO-02652,2024-09-28,Corporate Affairs,SPEC-ENTRY,entry,8,256,False,5,5220000.0,5208000.0,Vendor C,False,True,synthetic,26100000.0,26040000.0
PO-02653,2025-09-17,Finance & Risk,SPEC-MID,mid,16,512,False,30,8552000.0,9301000.0,Vendor C,False,True,synthetic,256560000.0,279030000.0
PO-02654,2026-04-09,Corporate Affairs,SPEC-MID,mid,16,512,False,10,8172000.0,8300000.0,Vendor E,True,True,synthetic,81720000.0,83000000.0
PO-02655,2025-12-20,IT & Digital,SPEC-MID,mid,16,512,False,10,7944000.0,9430000.0,Vendor B,True,True,synthetic,79440000.0,94300000.0
PO-02656,2026-02-21,Compliance,SPEC-MID,mid,16,512,False,15,7837000.0,9534000.0,Vendor E,False,True,synthetic,117555000.0,143010000.0
PO-02657,2024-09-26,Retail Banking,SPEC-MID,mid,16,512,False,20,8006000.0,8172000.0,Vendor C,True,True,synthetic,160120000.0,163440000.0
PO-02658,2026-04-14,IT & Digital,SPEC-ENTRY,entry,8,256,False,30,5647000.0,5185000.0,Vendor A,True,True,synthetic,169410000.0,155550000.0
PO-02659,2026-05-24,Compliance,SPEC-ENTRY,entry,8,256,False,40,5483000.0,6434000.0,Vendor D,True,True,synthetic,219320000.0,257360000.0
PO-02660,2024-12-05,Retail Banking,SPEC-PREMIUM,premium,16,512,False,10,19743000.0,21027000.0,Vendor E,True,True,synthetic,197430000.0,210270000.0
PO-02661,2025-03-17,Compliance,SPEC-ENTRY,entry,8,256,False,5,5181000.0,5697000.0,Vendor A,True,False,synthetic,25905000.0,28485000.0
PO-02662,2026-08-15,IT & Digital,SPEC-ENTRY,entry,8,256,False,10,5277000.0,5022000.0,Vendor C,True,True,synthetic,52770000.0,50220000.0
PO-02663,2025-08-22,Retail Banking,SPEC-MID,mid,16,512,False,20,7768000.0,8408000.0,Vendor B,True,True,synthetic,155360000.0,168160000.0
PO-02664,2024-12-06,Finance & Risk,SPEC-ENTRY,entry,8,256,False,50,5991000.0,6494000.0,Vendor C,True,True,synthetic,299550000.0,324700000.0
PO-02665,2025-04-21,Compliance,SPEC-ENTRY,entry,8,256,False,15,5113000.0,5052000.0,Vendor D,True,True,synthetic,76695000.0,75780000.0
PO-02666,2026-07-13,IT & Digital,SPEC-MID,mid,16,512,False,5,7975000.0,8642000.0,Vendor E,True,True,synthetic,39875000.0,43210000.0
PO-02667,2024-12-26,IT & Digital,SPEC-MID,mid,16,512,False,40,8006000.0,7764000.0,Vendor C,False,True,synthetic,320240000.0,310560000.0
PO-02668,2026-04-08,Operations,SPEC-ENTRY,entry,8,256,False,10,5179000.0,6054000.0,Vendor C,True,True,synthetic,51790000.0,60540000.0
PO-02669,2026-06-12,IT & Digital,SPEC-HIGH,high,16,512,True,20,22618000.0,22584000.0,Vendor D,False,True,synthetic,452360000.0,451680000.0
PO-02670,2026-03-10,IT & Digital,SPEC-MID,mid,16,512,False,10,8387000.0,7648000.0,Vendor D,True,False,synthetic,83870000.0,76480000.0
PO-02671,2025-05-31,Corporate Affairs,SPEC-HIGH,high,16,512,True,5,20893000.0,23201000.0,Vendor D,True,True,synthetic,104465000.0,116005000.0
PO-02672,2025-05-05,Compliance,SPEC-ENTRY,entry,8,256,False,40,5430000.0,6048000.0,Vendor B,False,True,synthetic,217200000.0,241920000.0
PO-02673,2025-07-20,IT & Digital,SPEC-HIGH,high,16,512,True,40,22286000.0,20402000.0,Vendor A,False,False,synthetic,891440000.0,816080000.0
PO-02674,2026-02-25,IT & Digital,SPEC-HIGH,high,16,512,True,25,21385000.0,19342000.0,Vendor A,True,True,synthetic,534625000.0,483550000.0
PO-02675,2026-06-18,Retail Banking,SPEC-ENTRY,entry,8,256,False,10,5454000.0,5935000.0,Vendor E,True,True,synthetic,54540000.0,59350000.0
PO-02676,2025-07-11,Finance & Risk,SPEC-MID,mid,16,512,False,10,7861000.0,8432000.0,Vendor C,True,True,synthetic,78610000.0,84320000.0
PO-02677,2025-04-11,Operations,SPEC-MID,mid,16,512,False,20,8896000.0,8644000.0,Vendor A,True,True,synthetic,177920000.0,172880000.0
PO-02678,2025-10-19,Operations,SPEC-HIGH,high,16,512,True,10,20018000.0,19953000.0,Vendor E,False,True,synthetic,200180000.0,199530000.0
PO-02679,2026-01-08,IT & Digital,SPEC-PREMIUM,premium,16,512,False,15,20389000.0,22625000.0,Vendor C,False,True,synthetic,305835000.0,339375000.0
PO-02680,2024-10-07,Finance & Risk,SPEC-HIGH,high,16,512,True,10,22510000.0,21773000.0,Vendor D,False,True,synthetic,225100000.0,217730000.0
PO-02681,2025-08-27,Corporate Affairs,SPEC-HIGH,high,16,512,True,30,20296000.0,22204000.0,Vendor E,True,False,synthetic,608880000.0,666120000.0
PO-02682,2025-11-03,Finance & Risk,SPEC-HIGH,high,16,512,True,5,20698000.0,24679000.0,Vendor E,True,True,synthetic,103490000.0,123395000.0
PO-02683,2026-03-29,Corporate Affairs,SPEC-PREMIUM,premium,16,512,False,15,21880000.0,22431000.0,Vendor A,True,True,synthetic,328200000.0,336465000.0
PO-02684,2024-10-27,Corporate Affairs,SPEC-MID,mid,16,512,False,10,8608000.0,9260000.0,Vendor E,True,True,synthetic,86080000.0,92600000.0
PO-02685,2025-06-03,Operations,SPEC-MID,mid,16,512,False,20,7995000.0,7425000.0,Vendor D,True,True,synthetic,159900000.0,148500000.0
PO-02686,2025-04-26,IT & Digital,SPEC-MID,mid,16,512,False,5,8290000.0,8744000.0,Vendor C,False,True,synthetic,41450000.0,43720000.0
PO-02687,2025-07-22,Retail Banking,SPEC-ENTRY,entry,8,256,False,30,5571000.0,5348000.0,Vendor B,False,True,synthetic,167130000.0,160440000.0
PO-02688,2026-08-14,IT & Digital,SPEC-ENTRY,entry,8,256,False,50,5583000.0,5635000.0,Vendor C,False,False,synthetic,279150000.0,281750000.0
PO-02689,2025-04-01,Finance & Risk,SPEC-HIGH,high,16,512,True,50,21280000.0,22340000.0,Vendor E,False,True,synthetic,1064000000.0,1117000000.0
PO-02690,2026-05-28,Corporate Affairs,SPEC-ENTRY,entry,8,256,False,25,5536000.0,6370000.0,Vendor D,True,True,synthetic,138400000.0,159250000.0
PO-02691,2024-10-21,Finance & Risk,SPEC-MID,mid,16,512,False,15,7759000.0,9087000.0,Vendor D,True,True,synthetic,116385000.0,136305000.0
PO-02692,2024-11-10,Compliance,SPEC-ENTRY,entry,8,256,False,10,5258000.0,5064000.0,Vendor E,False,True,synthetic,52580000.0,50640000.0
PO-02693,2025-11-17,Operations,SPEC-HIGH,high,16,512,True,5,21949000.0,19776000.0,Vendor C,True,True,synthetic,109745000.0,98880000.0
PO-02694,2024-10-18,IT & Digital,SPEC-MID,mid,16,512,False,5,7803000.0,8712000.0,Vendor C,False,True,synthetic,39015000.0,43560000.0
PO-02695,2026-08-04,Finance & Risk,SPEC-MID,mid,16,512,False,10,7895000.0,7384000.0,Vendor C,True,False,synthetic,78950000.0,73840000.0
PO-02696,2026-06-02,Operations,SPEC-MID,mid,16,512,False,50,8401000.0,7964000.0,Vendor A,True,True,synthetic,420050000.0,398200000.0
PO-02697,2026-03-11,IT & Digital,SPEC-ENTRY,entry,8,256,False,30,5255000.0,5515000.0,Vendor C,False,True,synthetic,157650000.0,165450000.0
PO-02698,2024-12-06,Corporate Affairs,SPEC-HIGH,high,16,512,True,10,21120000.0,22985000.0,Vendor C,False,True,synthetic,211200000.0,229850000.0
PO-02699,2025-01-19,Compliance,SPEC-HIGH,high,16,512,True,5,20544000.0,19531000.0,Vendor C,False,True,synthetic,102720000.0,97655000.0
PO-02700,2025-10-09,Corporate Affairs,SPEC-ENTRY,entry,8,256,False,40,5961000.0,5346000.0,Vendor C,False,True,synthetic,238440000.0,213840000.0
PO-02701,2026-04-12,Corporate Affairs,SPEC-MID,mid,16,512,False,25,8341000.0,8365000.0,Vendor C,False,False,synthetic,208525000.0,209125000.0
PO-02702,2024-12-01,Retail Banking,SPEC-MID,mid,16,512,False,5,8814000.0,7858000.0,Vendor E,True,False,synthetic,44070000.0,39290000.0
PO-02703,2025-03-28,Compliance,SPEC-HIGH,high,16,512,True,20,19405000.0,20781000.0,Vendor D,False,True,synthetic,388100000.0,415620000.0
PO-02704,2026-08-20,Operations,SPEC-PREMIUM,premium,16,512,False,5,22780000.0,22297000.0,Vendor B,True,True,synthetic,113900000.0,111485000.0
PO-02705,2025-10-30,Retail Banking,SPEC-HIGH,high,16,512,True,20,20758000.0,21325000.0,Vendor E,False,True,synthetic,415160000.0,426500000.0
PO-02706,2025-01-13,Corporate Affairs,SPEC-HIGH,high,16,512,True,5,20578000.0,18694000.0,Vendor E,False,True,synthetic,102890000.0,93470000.0
PO-02707,2026-07-09,Retail Banking,SPEC-MID,mid,16,512,False,10,8352000.0,9265000.0,Vendor D,True,True,synthetic,83520000.0,92650000.0
PO-02708,2026-04-09,Retail Banking,SPEC-PREMIUM,premium,16,512,False,30,22299000.0,21033000.0,Vendor D,False,True,synthetic,668970000.0,630990000.0
PO-02709,2024-10-13,Retail Banking,SPEC-ENTRY,entry,8,256,False,25,5596000.0,4994000.0,Vendor B,False,True,synthetic,139900000.0,124850000.0
PO-02710,2025-04-21,Compliance,SPEC-PREMIUM,premium,16,512,False,5,21001000.0,23729000.0,Vendor A,True,True,synthetic,105005000.0,118645000.0
PO-02711,2025-09-04,Retail Banking,SPEC-HIGH,high,16,512,True,15,19816000.0,19378000.0,Vendor A,False,False,synthetic,297240000.0,290670000.0
PO-02712,2025-07-25,Finance & Risk,SPEC-HIGH,high,16,512,True,5,21157000.0,23681000.0,Vendor E,True,True,synthetic,105785000.0,118405000.0
PO-02713,2024-10-08,Corporate Affairs,SPEC-HIGH,high,16,512,True,10,21745000.0,24409000.0,Vendor D,False,True,synthetic,217450000.0,244090000.0
PO-02714,2026-07-03,IT & Digital,SPEC-MID,mid,16,512,False,5,8971000.0,9137000.0,Vendor D,True,True,synthetic,44855000.0,45685000.0
PO-02715,2024-12-15,IT & Digital,SPEC-MID,mid,16,512,False,15,8033000.0,7635000.0,Vendor A,False,True,synthetic,120495000.0,114525000.0
PO-02716,2026-02-08,Operations,SPEC-HIGH,high,16,512,True,15,22445000.0,18779000.0,Vendor A,True,True,synthetic,336675000.0,281685000.0
PO-02717,2025-08-06,Finance & Risk,SPEC-HIGH,high,16,512,True,5,22510000.0,20464000.0,Vendor E,False,True,synthetic,112550000.0,102320000.0
PO-02718,2025-03-10,Retail Banking,SPEC-HIGH,high,16,512,True,15,21615000.0,20805000.0,Vendor C,True,True,synthetic,324225000.0,312075000.0
PO-02719,2024-12-23,IT & Digital,SPEC-HIGH,high,16,512,True,5,22109000.0,23159000.0,Vendor C,True,True,synthetic,110545000.0,115795000.0
PO-02720,2025-08-09,Finance & Risk,SPEC-PREMIUM,premium,16,512,False,10,22373000.0,19614000.0,Vendor B,True,True,synthetic,223730000.0,196140000.0
PO-02721,2024-12-18,Finance & Risk,SPEC-ENTRY,entry,8,256,False,5,5798000.0,5756000.0,Vendor B,True,True,synthetic,28990000.0,28780000.0
PO-02722,2025-09-06,Operations,SPEC-ENTRY,entry,8,256,False,10,5306000.0,5848000.0,Vendor D,True,True,synthetic,53060000.0,58480000.0
PO-02723,2025-02-18,Operations,SPEC-ENTRY,entry,8,256,False,30,5377000.0,6343000.0,Vendor A,False,True,synthetic,161310000.0,190290000.0
PO-02724,2025-06-04,IT & Digital,SPEC-HIGH,high,16,512,True,5,20394000.0,20455000.0,Vendor B,True,False,synthetic,101970000.0,102275000.0
PO-02725,2026-06-19,Retail Banking,SPEC-ENTRY,entry,8,256,False,15,5512000.0,5510000.0,Vendor B,True,False,synthetic,82680000.0,82650000.0
PO-02726,2025-11-10,Corporate Affairs,SPEC-PREMIUM,premium,16,512,False,10,21639000.0,21830000.0,Vendor D,True,True,synthetic,216390000.0,218300000.0
PO-02727,2024-10-03,Finance & Risk,SPEC-HIGH,high,16,512,True,10,20820000.0,21142000.0,Vendor B,True,True,synthetic,208200000.0,211420000.0
PO-02728,2025-05-19,Compliance,SPEC-ENTRY,entry,8,256,False,40,5993000.0,5277000.0,Vendor D,True,True,synthetic,239720000.0,211080000.0
PO-02729,2024-09-30,Operations,SPEC-MID,mid,16,512,False,10,8534000.0,8637000.0,Vendor D,False,True,synthetic,85340000.0,86370000.0
PO-02730,2026-05-19,Retail Banking,SPEC-MID,mid,16,512,False,10,7976000.0,9425000.0,Vendor D,False,True,synthetic,79760000.0,94250000.0
PO-02731,2025-03-27,Retail Banking,SPEC-MID,mid,16,512,False,50,8359000.0,9391000.0,Vendor D,True,True,synthetic,417950000.0,469550000.0
PO-02732,2024-09-18,Operations,SPEC-MID,mid,16,512,False,5,8806000.0,9199000.0,Vendor C,True,True,synthetic,44030000.0,45995000.0
PO-02733,2025-07-29,Retail Banking,SPEC-ENTRY,entry,8,256,False,5,5458000.0,5559000.0,Vendor B,True,True,synthetic,27290000.0,27795000.0
PO-02734,2026-05-12,Retail Banking,SPEC-MID,mid,16,512,False,10,7815000.0,7624000.0,Vendor E,True,True,synthetic,78150000.0,76240000.0
PO-02735,2026-03-04,Corporate Affairs,SPEC-ENTRY,entry,8,256,False,25,5176000.0,5562000.0,Vendor E,False,True,synthetic,129400000.0,139050000.0
PO-02736,2026-07-29,Compliance,SPEC-HIGH,high,16,512,True,25,20182000.0,21969000.0,Vendor D,True,True,synthetic,504550000.0,549225000.0
PO-02737,2025-08-13,Compliance,SPEC-MID,mid,16,512,False,30,7772000.0,8949000.0,Vendor D,True,True,synthetic,233160000.0,268470000.0
PO-02738,2025-06-25,Operations,SPEC-ENTRY,entry,8,256,False,10,5544000.0,5469000.0,Vendor E,False,True,synthetic,55440000.0,54690000.0
PO-02739,2026-02-05,Operations,SPEC-ENTRY,entry,8,256,False,5,5163000.0,5993000.0,Vendor C,True,True,synthetic,25815000.0,29965000.0
PO-02740,2025-09-09,Retail Banking,SPEC-HIGH,high,16,512,True,50,19464000.0,22899000.0,Vendor D,True,True,synthetic,973200000.0,1144950000.0
PO-02741,2026-04-09,Compliance,SPEC-ENTRY,entry,8,256,False,5,5695000.0,6108000.0,Vendor D,False,True,synthetic,28475000.0,30540000.0
PO-02742,2026-04-18,Corporate Affairs,SPEC-HIGH,high,16,512,True,5,20626000.0,23780000.0,Vendor A,False,True,synthetic,103130000.0,118900000.0
PO-02743,2025-08-19,Compliance,SPEC-ENTRY,entry,8,256,False,30,5710000.0,6165000.0,Vendor D,False,True,synthetic,171300000.0,184950000.0
PO-02744,2025-07-04,Compliance,SPEC-MID,mid,16,512,False,10,8519000.0,9471000.0,Vendor E,True,True,synthetic,85190000.0,94710000.0
PO-02745,2025-01-24,Operations,SPEC-ENTRY,entry,8,256,False,5,5980000.0,5595000.0,Vendor E,True,True,synthetic,29900000.0,27975000.0
PO-02746,2025-12-08,Finance & Risk,SPEC-PREMIUM,premium,16,512,False,10,21609000.0,22876000.0,Vendor E,False,True,synthetic,216090000.0,228760000.0
