citation_id,answer_id,document_id,chunk_id,page,section,bbox,data_type
CIT-00241,ANS-0167,DOC-0030,Chunk_8107,10,Sec. 1.1,"x:271-598,y:148-504",synthetic
CIT-00242,ANS-0169,DOC-0014,Chunk_4177,7,Sec. 6.6,"x:68-426,y:322-620",synthetic
CIT-00243,ANS-0169,DOC-0012,Chunk_1581,10,Sec. 4.1,"x:263-422,y:192-642",synthetic
CIT-00244,ANS-0170,DOC-0016,Chunk_9599,1,Sec. 5.7,"x:396-642,y:235-670",synthetic
CIT-00245,ANS-0171,DOC-0020,Chunk_1994,21,Sec. 8.7,"x:399-441,y:400-644",synthetic
CIT-00246,ANS-0172,DOC-0018,Chunk_1045,37,Sec. 3.6,"x:380-547,y:183-596",synthetic
CIT-00247,ANS-0173,DOC-0027,Chunk_8109,7,Sec. 6.6,"x:242-562,y:172-605",synthetic
CIT-00248,ANS-0174,DOC-0011,Chunk_2320,18,Sec. 8.4,"x:339-454,y:327-688",synthetic
CIT-00249,ANS-0174,DOC-0009,Chunk_5067,7,Sec. 5.5,"x:393-460,y:246-629",synthetic
CIT-00250,ANS-0175,DOC-0032,Chunk_6948,24,Sec. 6.4,"x:132-486,y:120-530",synthetic
CIT-00251,ANS-0175,DOC-0018,Chunk_1405,1,Sec. 6.1,"x:99-578,y:468-644",synthetic
CIT-00252,ANS-0176,DOC-0017,Chunk_7403,5,Sec. 4.8,"x:360-622,y:399-656",synthetic
CIT-00253,ANS-0177,DOC-0039,Chunk_9398,8,Sec. 1.3,"x:144-684,y:278-632",synthetic
CIT-00254,ANS-0178,DOC-0022,Chunk_7490,7,Sec. 6.2,"x:304-496,y:232-628",synthetic
CIT-00255,ANS-0178,DOC-0003,Chunk_0244,6,Sec. 5.6,"x:333-590,y:344-658",synthetic
CIT-00256,ANS-0179,DOC-0027,Chunk_7240,4,Sec. 2.8,"x:363-698,y:140-679",synthetic
CIT-00257,ANS-0180,DOC-0030,Chunk_4978,15,Sec. 4.1,"x:225-471,y:180-511",synthetic
CIT-00258,ANS-0180,DOC-0030,Chunk_0479,25,Sec. 8.7,"x:155-448,y:301-634",synthetic
CIT-00259,ANS-0181,DOC-0004,Chunk_4385,26,Sec. 1.4,"x:210-414,y:382-686",synthetic
CIT-00260,ANS-0182,DOC-0023,Chunk_6360,6,Sec. 3.7,"x:256-479,y:262-666",synthetic
CIT-00261,ANS-0182,DOC-0013,Chunk_0761,34,Sec. 6.3,"x:388-685,y:498-575",synthetic
CIT-00262,ANS-0183,DOC-0019,Chunk_8706,24,Sec. 3.2,"x:388-550,y:471-610",synthetic
CIT-00263,ANS-0183,DOC-0012,Chunk_0733,6,Sec. 5.1,"x:106-577,y:199-640",synthetic
CIT-00264,ANS-0184,DOC-0010,Chunk_1174,11,Sec. 5.5,"x:144-408,y:473-691",synthetic
CIT-00265,ANS-0185,DOC-0033,Chunk_6025,4,Sec. 8.1,"x:214-657,y:390-672",synthetic
CIT-00266,ANS-0185,DOC-0030,Chunk_0953,1,Sec. 2.1,"x:206-415,y:174-583",synthetic
CIT-00267,ANS-0186,DOC-0038,Chunk_0581,9,Sec. 5.3,"x:183-654,y:285-549",synthetic
CIT-00268,ANS-0186,DOC-0024,Chunk_0685,3,Sec. 3.2,"x:172-419,y:344-523",synthetic
CIT-00269,ANS-0187,DOC-0010,Chunk_0060,8,Sec. 5.3,"x:162-438,y:269-651",synthetic
CIT-00270,ANS-0188,DOC-0016,Chunk_6996,2,Sec. 4.5,"x:252-643,y:300-580",synthetic
CIT-00271,ANS-0188,DOC-0017,Chunk_8594,3,Sec. 7.6,"x:50-595,y:295-547",synthetic
CIT-00272,ANS-0189,DOC-0018,Chunk_0863,25,Sec. 7.1,"x:52-418,y:392-669",synthetic
CIT-00273,ANS-0190,DOC-0012,Chunk_4820,1,Sec. 3.3,"x:262-672,y:421-512",synthetic
CIT-00274,ANS-0190,DOC-0002,Chunk_2749,5,Sec. 3.5,"x:308-681,y:381-559",synthetic
CIT-00275,ANS-0191,DOC-0025,Chunk_7995,37,Sec. 4.2,"x:51-423,y:354-617",synthetic
CIT-00276,ANS-0192,DOC-0029,Chunk_4369,3,Sec. 3.5,"x:146-597,y:215-602",synthetic
CIT-00277,ANS-0192,DOC-0036,Chunk_3837,3,Sec. 5.8,"x:275-623,y:421-507",synthetic
CIT-00278,ANS-0193,DOC-0018,Chunk_6647,40,Sec. 8.4,"x:343-585,y:153-547",synthetic
CIT-00279,ANS-0193,DOC-0028,Chunk_9151,2,Sec. 4.3,"x:332-406,y:458-620",synthetic
CIT-00280,ANS-0194,DOC-0034,Chunk_9792,10,Sec. 1.5,"x:350-422,y:394-548",synthetic
CIT-00281,ANS-0194,DOC-0018,Chunk_8824,20,Sec. 1.1,"x:307-679,y:216-687",synthetic
CIT-00282,ANS-0195,DOC-0012,Chunk_5309,14,Sec. 3.8,"x:278-518,y:377-580",synthetic
CIT-00283,ANS-0196,DOC-0036,Chunk_3739,10,Sec. 6.1,"x:302-509,y:317-591",synthetic
CIT-00284,ANS-0197,DOC-0012,Chunk_1077,6,Sec. 1.2,"x:280-645,y:377-563",synthetic
CIT-00285,ANS-0197,DOC-0029,Chunk_4061,3,Sec. 7.5,"x:179-598,y:389-544",synthetic
CIT-00286,ANS-0198,DOC-0039,Chunk_0516,22,Sec. 4.2,"x:259-512,y:255-543",synthetic
CIT-00287,ANS-0199,DOC-0007,Chunk_6186,6,Sec. 7.1,"x:151-410,y:439-508",synthetic
CIT-00288,ANS-0199,DOC-0026,Chunk_1916,8,Sec. 5.7,"x:56-447,y:214-688",synthetic
CIT-00289,ANS-0200,DOC-0010,Chunk_4036,9,Sec. 1.5,"x:262-453,y:375-511",synthetic
CIT-00290,ANS-0201,DOC-0011,Chunk_2243,6,Sec. 7.5,"x:291-461,y:122-507",synthetic
CIT-00291,ANS-0201,DOC-0006,Chunk_3264,1,Sec. 7.7,"x:158-530,y:252-635",synthetic
CIT-00292,ANS-0202,DOC-0008,Chunk_0555,1,Sec. 8.3,"x:111-459,y:110-656",synthetic
CIT-00293,ANS-0202,DOC-0022,Chunk_5961,3,Sec. 1.8,"x:309-645,y:474-682",synthetic
CIT-00294,ANS-0203,DOC-0040,Chunk_6969,17,Sec. 2.4,"x:213-413,y:438-681",synthetic
CIT-00295,ANS-0203,DOC-0034,Chunk_4961,11,Sec. 4.6,"x:230-481,y:417-538",synthetic
CIT-00296,ANS-0204,DOC-0014,Chunk_7098,25,Sec. 6.1,"x:347-524,y:103-615",synthetic
CIT-00297,ANS-0205,DOC-0039,Chunk_4710,3,Sec. 7.5,"x:387-539,y:337-662",synthetic
CIT-00298,ANS-0206,DOC-0029,Chunk_1846,12,Sec. 6.5,"x:123-570,y:321-696",synthetic
CIT-00299,ANS-0207,DOC-0029,Chunk_3898,5,Sec. 4.1,"x:62-625,y:201-582",synthetic
CIT-00300,ANS-0207,DOC-0005,Chunk_6074,8,Sec. 7.2,"x:215-431,y:312-519",synthetic
CIT-00301,ANS-0208,DOC-0007,Chunk_2455,14,Sec. 3.5,"x:108-550,y:142-530",synthetic
CIT-00302,ANS-0208,DOC-0014,Chunk_5006,8,Sec. 1.4,"x:374-612,y:123-687",synthetic
CIT-00303,ANS-0209,DOC-0001,Chunk_0006,15,Sec. 7.3,"x:108-427,y:469-662",synthetic
CIT-00304,ANS-0212,DOC-0014,Chunk_8207,10,Sec. 6.3,"x:137-614,y:180-571",synthetic
CIT-00305,ANS-0213,DOC-0023,Chunk_8283,10,Sec. 7.5,"x:111-483,y:241-688",synthetic
CIT-00306,ANS-0214,DOC-0035,Chunk_1227,3,Sec. 6.4,"x:171-506,y:190-619",synthetic
CIT-00307,ANS-0215,DOC-0036,Chunk_7482,10,Sec. 7.7,"x:63-406,y:466-531",synthetic
CIT-00308,ANS-0215,DOC-0035,Chunk_7530,2,Sec. 1.1,"x:284-669,y:237-608",synthetic
CIT-00309,ANS-0216,DOC-0034,Chunk_5405,9,Sec. 8.7,"x:195-607,y:231-684",synthetic
CIT-00310,ANS-0216,DOC-0038,Chunk_2255,4,Sec. 2.5,"x:299-667,y:300-624",synthetic
CIT-00311,ANS-0217,DOC-0018,Chunk_7085,1,Sec. 5.8,"x:325-551,y:227-667",synthetic
CIT-00312,ANS-0217,DOC-0026,Chunk_3680,4,Sec. 5.6,"x:376-667,y:191-550",synthetic
CIT-00313,ANS-0218,DOC-0040,Chunk_4583,12,Sec. 4.5,"x:152-523,y:241-521",synthetic
CIT-00314,ANS-0218,DOC-0005,Chunk_8912,11,Sec. 2.6,"x:236-565,y:337-643",synthetic
CIT-00315,ANS-0219,DOC-0022,Chunk_0957,2,Sec. 8.6,"x:282-609,y:113-542",synthetic
CIT-00316,ANS-0220,DOC-0018,Chunk_5085,31,Sec. 1.7,"x:288-521,y:299-514",synthetic
CIT-00317,ANS-0220,DOC-0012,Chunk_2464,13,Sec. 1.3,"x:96-485,y:104-554",synthetic
CIT-00318,ANS-0221,DOC-0001,Chunk_3794,34,Sec. 5.8,"x:331-468,y:335-657",synthetic
CIT-00319,ANS-0221,DOC-0010,Chunk_5730,11,Sec. 3.2,"x:62-624,y:427-630",synthetic
CIT-00320,ANS-0222,DOC-0012,Chunk_6317,3,Sec. 5.8,"x:51-573,y:497-566",synthetic
CIT-00321,ANS-0223,DOC-0039,Chunk_4864,11,Sec. 6.5,"x:216-457,y:397-542",synthetic
CIT-00322,ANS-0223,DOC-0017,Chunk_0672,3,Sec. 1.3,"x:134-537,y:411-590",synthetic
CIT-00323,ANS-0224,DOC-0002,Chunk_1131,19,Sec. 5.1,"x:247-403,y:130-574",synthetic
CIT-00324,ANS-0224,DOC-0036,Chunk_6203,13,Sec. 2.2,"x:236-660,y:389-633",synthetic
CIT-00325,ANS-0225,DOC-0013,Chunk_9843,23,Sec. 3.6,"x:274-678,y:144-603",synthetic
CIT-00326,ANS-0226,DOC-0032,Chunk_8403,2,Sec. 1.7,"x:94-525,y:212-637",synthetic
CIT-00327,ANS-0226,DOC-0036,Chunk_3569,16,Sec. 3.5,"x:395-582,y:401-691",synthetic
CIT-00328,ANS-0227,DOC-0040,Chunk_5082,31,Sec. 6.3,"x:245-500,y:258-558",synthetic
CIT-00329,ANS-0227,DOC-0021,Chunk_3467,15,Sec. 3.4,"x:99-515,y:242-692",synthetic
CIT-00330,ANS-0228,DOC-0020,Chunk_3093,29,Sec. 2.2,"x:180-507,y:292-506",synthetic
CIT-00331,ANS-0229,DOC-0039,Chunk_7111,20,Sec. 2.4,"x:62-610,y:221-576",synthetic
CIT-00332,ANS-0229,DOC-0021,Chunk_3650,10,Sec. 2.8,"x:147-454,y:319-563",synthetic
CIT-00333,ANS-0230,DOC-0021,Chunk_0783,12,Sec. 1.1,"x:82-448,y:239-687",synthetic
CIT-00334,ANS-0231,DOC-0029,Chunk_9910,8,Sec. 5.7,"x:219-479,y:311-645",synthetic
CIT-00335,ANS-0231,DOC-0022,Chunk_1699,7,Sec. 3.7,"x:159-419,y:498-617",synthetic
CIT-00336,ANS-0232,DOC-0001,Chunk_1292,8,Sec. 8.2,"x:106-651,y:451-541",synthetic
CIT-00337,ANS-0233,DOC-0039,Chunk_5768,11,Sec. 7.8,"x:304-670,y:144-631",synthetic
CIT-00338,ANS-0233,DOC-0036,Chunk_5356,16,Sec. 3.8,"x:378-586,y:381-604",synthetic
CIT-00339,ANS-0234,DOC-0005,Chunk_9623,1,Sec. 2.4,"x:168-587,y:244-631",synthetic
CIT-00340,ANS-0236,DOC-0025,Chunk_6927,18,Sec. 6.6,"x:164-528,y:485-692",synthetic
CIT-00341,ANS-0237,DOC-0001,Chunk_4909,1,Sec. 6.1,"x:161-607,y:425-582",synthetic
CIT-00342,ANS-0238,DOC-0038,Chunk_4475,2,Sec. 6.1,"x:362-516,y:404-647",synthetic
CIT-00343,ANS-0238,DOC-0035,Chunk_9716,3,Sec. 8.1,"x:219-685,y:425-590",synthetic
CIT-00344,ANS-0240,DOC-0008,Chunk_5722,2,Sec. 8.1,"x:188-481,y:484-533",synthetic
CIT-00345,ANS-0241,DOC-0024,Chunk_1057,11,Sec. 5.5,"x:367-529,y:224-575",synthetic
CIT-00346,ANS-0242,DOC-0010,Chunk_1692,18,Sec. 6.2,"x:244-569,y:170-501",synthetic
CIT-00347,ANS-0242,DOC-0019,Chunk_6153,31,Sec. 4.5,"x:393-467,y:361-526",synthetic
CIT-00348,ANS-0243,DOC-0017,Chunk_1298,4,Sec. 5.7,"x:241-609,y:457-665",synthetic
CIT-00349,ANS-0244,DOC-0018,Chunk_1694,20,Sec. 6.6,"x:325-431,y:169-529",synthetic
CIT-00350,ANS-0244,DOC-0026,Chunk_6339,5,Sec. 7.3,"x:281-625,y:114-672",synthetic
CIT-00351,ANS-0245,DOC-0017,Chunk_1395,3,Sec. 2.4,"x:391-628,y:408-584",synthetic
CIT-00352,ANS-0245,DOC-0010,Chunk_9199,21,Sec. 7.6,"x:83-485,y:407-565",synthetic
CIT-00353,ANS-0246,DOC-0034,Chunk_4883,12,Sec. 3.3,"x:170-511,y:275-559",synthetic
CIT-00354,ANS-0247,DOC-0024,Chunk_4415,15,Sec. 4.1,"x:50-530,y:359-688",synthetic
CIT-00355,ANS-0247,DOC-0037,Chunk_5426,7,Sec. 4.4,"x:159-405,y:129-604",synthetic
CIT-00356,ANS-0248,DOC-0022,Chunk_0905,1,Sec. 2.4,"x:107-469,y:220-558",synthetic
CIT-00357,ANS-0249,DOC-0015,Chunk_9500,27,Sec. 1.3,"x:184-671,y:451-654",synthetic
CIT-00358,ANS-0250,DOC-0023,Chunk_4836,9,Sec. 7.3,"x:244-479,y:184-562",synthetic
CIT-00359,ANS-0251,DOC-0034,Chunk_6813,9,Sec. 3.8,"x:66-669,y:103-576",synthetic
CIT-00360,ANS-0251,DOC-0026,Chunk_6842,12,Sec. 8.2,"x:284-555,y:182-684",synthetic
CIT-00361,ANS-0252,DOC-0006,Chunk_0869,1,Sec. 1.4,"x:195-617,y:370-503",synthetic
CIT-00362,ANS-0252,DOC-0003,Chunk_7847,6,Sec. 3.1,"x:103-502,y:277-570",synthetic
CIT-00363,ANS-0253,DOC-0005,Chunk_2899,11,Sec. 1.7,"x:195-495,y:462-648",synthetic
CIT-00364,ANS-0254,DOC-0017,Chunk_0022,4,Sec. 3.4,"x:228-561,y:100-521",synthetic
CIT-00365,ANS-0255,DOC-0009,Chunk_8370,36,Sec. 4.7,"x:358-667,y:159-529",synthetic
CIT-00366,ANS-0255,DOC-0023,Chunk_5037,14,Sec. 3.7,"x:360-689,y:175-548",synthetic
CIT-00367,ANS-0256,DOC-0040,Chunk_6866,16,Sec. 1.5,"x:306-542,y:207-618",synthetic
CIT-00368,ANS-0257,DOC-0003,Chunk_8729,2,Sec. 5.7,"x:124-484,y:119-574",synthetic
CIT-00369,ANS-0257,DOC-0030,Chunk_7463,3,Sec. 6.5,"x:395-504,y:237-548",synthetic
CIT-00370,ANS-0258,DOC-0033,Chunk_1134,25,Sec. 6.1,"x:266-491,y:172-594",synthetic
CIT-00371,ANS-0258,DOC-0023,Chunk_0005,5,Sec. 8.4,"x:84-528,y:372-699",synthetic
CIT-00372,ANS-0259,DOC-0034,Chunk_8090,11,Sec. 6.8,"x:319-469,y:268-601",synthetic
CIT-00373,ANS-0259,DOC-0039,Chunk_6387,24,Sec. 1.5,"x:63-553,y:268-541",synthetic
CIT-00374,ANS-0260,DOC-0034,Chunk_0564,5,Sec. 7.1,"x:222-525,y:446-500",synthetic
CIT-00375,ANS-0260,DOC-0029,Chunk_5650,3,Sec. 6.3,"x:246-411,y:377-603",synthetic
CIT-00376,ANS-0261,DOC-0004,Chunk_0595,2,Sec. 6.4,"x:331-477,y:387-623",synthetic
CIT-00377,ANS-0262,DOC-0030,Chunk_7073,22,Sec. 6.4,"x:303-652,y:395-621",synthetic
CIT-00378,ANS-0262,DOC-0010,Chunk_4366,2,Sec. 1.3,"x:212-558,y:460-652",synthetic
CIT-00379,ANS-0264,DOC-0002,Chunk_7125,6,Sec. 8.7,"x:288-474,y:348-664",synthetic
CIT-00380,ANS-0265,DOC-0018,Chunk_5151,15,Sec. 6.4,"x:398-489,y:244-500",synthetic
CIT-00381,ANS-0266,DOC-0022,Chunk_7627,3,Sec. 2.3,"x:246-635,y:491-509",synthetic
CIT-00382,ANS-0267,DOC-0040,Chunk_8081,2,Sec. 6.8,"x:63-637,y:145-696",synthetic
CIT-00383,ANS-0267,DOC-0032,Chunk_9100,25,Sec. 3.4,"x:292-452,y:222-519",synthetic
CIT-00384,ANS-0268,DOC-0010,Chunk_4107,12,Sec. 4.7,"x:369-571,y:434-522",synthetic
CIT-00385,ANS-0268,DOC-0018,Chunk_1159,3,Sec. 1.2,"x:343-490,y:416-584",synthetic
CIT-00386,ANS-0269,DOC-0010,Chunk_2324,8,Sec. 5.7,"x:255-466,y:386-639",synthetic
CIT-00387,ANS-0270,DOC-0009,Chunk_8431,24,Sec. 3.3,"x:203-456,y:222-526",synthetic
CIT-00388,ANS-0271,DOC-0036,Chunk_1284,8,Sec. 4.1,"x:340-695,y:355-634",synthetic
CIT-00389,ANS-0272,DOC-0002,Chunk_7842,9,Sec. 6.8,"x:260-459,y:232-537",synthetic
CIT-00390,ANS-0273,DOC-0028,Chunk_1898,2,Sec. 3.4,"x:234-437,y:173-561",synthetic
CIT-00391,ANS-0274,DOC-0006,Chunk_5462,1,Sec. 7.7,"x:171-645,y:124-585",synthetic
CIT-00392,ANS-0275,DOC-0006,Chunk_7394,1,Sec. 7.4,"x:146-574,y:447-697",synthetic
CIT-00393,ANS-0275,DOC-0028,Chunk_2450,1,Sec. 5.4,"x:263-676,y:319-571",synthetic
CIT-00394,ANS-0276,DOC-0035,Chunk_6049,1,Sec. 5.4,"x:93-463,y:381-536",synthetic
CIT-00395,ANS-0276,DOC-0034,Chunk_0576,1,Sec. 4.4,"x:268-571,y:314-699",synthetic
CIT-00396,ANS-0277,DOC-0038,Chunk_0796,8,Sec. 3.3,"x:97-552,y:259-694",synthetic
CIT-00397,ANS-0278,DOC-0015,Chunk_9001,32,Sec. 7.5,"x:355-467,y:423-616",synthetic
CIT-00398,ANS-0279,DOC-0036,Chunk_5216,1,Sec. 6.2,"x:186-457,y:286-574",synthetic
CIT-00399,ANS-0280,DOC-0033,Chunk_7593,11,Sec. 1.7,"x:293-566,y:341-501",synthetic
CIT-00400,ANS-0281,DOC-0030,Chunk_6512,28,Sec. 5.5,"x:283-678,y:115-562",synthetic
CIT-00401,ANS-0282,DOC-0024,Chunk_4479,14,Sec. 4.8,"x:318-405,y:495-690",synthetic
CIT-00402,ANS-0283,DOC-0028,Chunk_9704,2,Sec. 4.5,"x:60-569,y:366-571",synthetic
CIT-00403,ANS-0284,DOC-0002,Chunk_4486,6,Sec. 3.4,"x:140-568,y:444-648",synthetic
CIT-00404,ANS-0285,DOC-0029,Chunk_5436,9,Sec. 7.4,"x:160-597,y:150-634",synthetic
CIT-00405,ANS-0286,DOC-0032,Chunk_4336,23,Sec. 5.5,"x:348-457,y:411-635",synthetic
CIT-00406,ANS-0286,DOC-0022,Chunk_0772,6,Sec. 2.8,"x:327-509,y:274-505",synthetic
CIT-00407,ANS-0287,DOC-0011,Chunk_9872,17,Sec. 2.7,"x:56-564,y:144-510",synthetic
CIT-00408,ANS-0288,DOC-0001,Chunk_7258,42,Sec. 7.6,"x:247-511,y:202-689",synthetic
CIT-00409,ANS-0289,DOC-0027,Chunk_0150,9,Sec. 6.4,"x:265-642,y:108-680",synthetic
CIT-00410,ANS-0289,DOC-0018,Chunk_4199,31,Sec. 1.3,"x:87-590,y:442-620",synthetic
CIT-00411,ANS-0290,DOC-0016,Chunk_9339,1,Sec. 5.6,"x:349-680,y:339-615",synthetic
CIT-00412,ANS-0290,DOC-0030,Chunk_5677,20,Sec. 6.5,"x:204-458,y:121-584",synthetic
CIT-00413,ANS-0291,DOC-0036,Chunk_9001,12,Sec. 7.5,"x:374-681,y:161-627",synthetic
CIT-00414,ANS-0292,DOC-0009,Chunk_5847,1,Sec. 2.2,"x:120-428,y:412-598",synthetic
CIT-00415,ANS-0292,DOC-0008,Chunk_9998,2,Sec. 4.3,"x:314-552,y:402-504",synthetic
CIT-00416,ANS-0293,DOC-0037,Chunk_6813,12,Sec. 3.3,"x:262-689,y:498-594",synthetic
CIT-00417,ANS-0294,DOC-0031,Chunk_9453,1,Sec. 3.6,"x:389-451,y:364-537",synthetic
CIT-00418,ANS-0294,DOC-0020,Chunk_4238,23,Sec. 3.8,"x:265-531,y:294-592",synthetic
CIT-00419,ANS-0295,DOC-0004,Chunk_7846,14,Sec. 4.8,"x:263-489,y:101-664",synthetic
CIT-00420,ANS-0296,DOC-0018,Chunk_2828,8,Sec. 4.7,"x:154-558,y:498-543",synthetic
CIT-00421,ANS-0296,DOC-0008,Chunk_2360,2,Sec. 5.8,"x:381-526,y:121-560",synthetic
CIT-00422,ANS-0297,DOC-0010,Chunk_0023,26,Sec. 3.5,"x:381-563,y:377-507",synthetic
CIT-00423,ANS-0297,DOC-0025,Chunk_8477,34,Sec. 1.2,"x:66-675,y:209-606",synthetic
CIT-00424,ANS-0298,DOC-0015,Chunk_8952,13,Sec. 7.3,"x:119-431,y:248-612",synthetic
CIT-00425,ANS-0299,DOC-0035,Chunk_5270,2,Sec. 2.8,"x:188-629,y:350-686",synthetic
CIT-00426,ANS-0299,DOC-0011,Chunk_7067,18,Sec. 2.1,"x:241-611,y:398-550",synthetic
CIT-00427,ANS-0300,DOC-0019,Chunk_0957,17,Sec. 8.2,"x:160-540,y:375-551",synthetic
CIT-00428,ANS-0300,DOC-0028,Chunk_2358,1,Sec. 5.1,"x:318-600,y:433-554",synthetic
