request_id,department,seniority_level,employee_tenure_months,months_since_last_upgrade,travel_days_per_month,prior_replacements,requires_windows,is_urgent,laptop_brand,laptop_model,cpu,gpu,ram_gb,storage_gb,compute_tier,build_quality,portability,warranty_years,it_tickets_last_year,quantity,requested_unit_price,historical_avg_price,total_amount,vendor_risk_score,vendor_is_official,dept_budget_remaining,dept_policy_cap,target_uc1_is_match,target_uc2_months_to_failure,target_uc3_tco_idr,target_uc3_opex_idr,target_uc4_is_approved
REQ-2026-00711,Finance,Staff,28,38,0.15,0,1,0,Dell,Latitude 7450,Core i7,Integrated,32,1536,2,0.85,0.85,1,2,21,33121288,26508814,695547048,0.269,0,522569736,15000000,1,50.1,37277244.0,4155956.0,0
REQ-2026-00712,Sales,Manager,50,23,9.25,2,1,0,HP,ProBook 445,Ryzen 5,Radeon,16,512,1,0.6,0.7,3,4,24,18643687,16162508,447448488,0.33,1,542178293,24300000,1,27.4,31251037.0,12607350.0,1
REQ-2026-00713,IT,Senior,58,15,0.26,1,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,2,0,6,17868850,18505045,107213100,0.212,1,798212614,32000000,0,52.5,19440270.0,1571420.0,1
REQ-2026-00714,HR,Senior,4,45,0.41,0,1,1,Dell,Latitude 7450,Core i7,Integrated,16,1024,2,0.85,0.85,1,1,25,22403630,23869904,560090750,0.532,1,297522720,15000000,1,47.0,26005241.0,3601611.0,0
REQ-2026-00715,IT,Manager,45,34,0.28,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,1536,3,0.9,0.95,1,1,2,29071899,31994452,58143798,0.118,0,120176480,43200000,1,50.3,33282550.0,4210651.0,1
REQ-2026-00716,HR,Senior,70,31,0.07,0,0,1,HP,ZBook Firefly,Core i7,RTX A500,48,1024,3,0.8,0.6,1,0,25,31360272,34242321,784006800,0.079,1,355221491,15000000,1,39.7,32901274.0,1541002.0,1
REQ-2026-00717,Finance,Senior,30,40,1.47,1,1,1,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,1,0,7,21698305,17357543,151888135,0.078,0,387930960,20000000,1,64.2,23318276.0,1619971.0,1
REQ-2026-00718,IT,Staff,63,30,0.69,0,0,1,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,1,0,7,16946557,17668968,118625899,0.209,0,216227967,24000000,1,56.5,18037464.0,1090907.0,1
REQ-2026-00719,Design,Staff,14,40,0.12,1,0,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,2,1,20,11604404,11150697,232088080,0.655,1,543740793,22500000,0,44.5,14188285.0,2583881.0,0
REQ-2026-00720,Sales,Senior,36,39,1.13,0,1,1,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,2,0,8,17315025,19897013,138520200,0.346,1,152519868,18000000,0,57.2,22350628.0,5035603.0,1
REQ-2026-00721,Design,Senior,16,58,0.72,0,0,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,1,0,18,10852120,10637849,195338160,0.607,0,1161991570,30000000,0,33.8,12747916.0,1895796.0,1
REQ-2026-00722,Finance,Staff,62,55,1.09,0,1,0,Asus,ExpertBook B9,Core i7,Iris Xe,24,1536,2,0.8,0.95,3,1,24,31624498,31315905,758987952,0.263,1,335605278,15000000,1,55.7,35020866.0,3396368.0,0
REQ-2026-00723,Finance,Director,69,46,0.56,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,16,768,2,0.95,1.0,2,1,5,19847644,22713143,99238220,0.521,1,190578799,38000000,1,50.9,26880552.0,7032908.0,1
REQ-2026-00724,Design,Staff,79,21,0.41,0,0,0,HP,OmniBook 5,Ryzen 7,Radeon,32,1024,2,0.65,0.8,2,1,22,24872755,23633373,547200610,0.205,1,867830372,22500000,1,47.0,27601391.0,2728636.0,1
REQ-2026-00725,Sales,Staff,43,44,7.0,0,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,8,768,1,0.45,0.65,3,3,9,12849575,12259674,115646175,0.573,1,230220670,13500000,1,35.7,17690885.0,4841310.0,1
REQ-2026-00726,Design,Director,58,19,0.38,0,0,0,Dell,Latitude 7450,Core i7,Integrated,24,1024,2,0.85,0.85,1,1,15,26132850,25555329,391992750,0.161,0,2030033601,57000000,0,47.2,30003880.0,3871030.0,1
REQ-2026-00727,Medical Staff,Staff,84,38,4.05,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,1024,3,0.9,0.95,1,1,15,35083112,28936215,526246680,0.23,1,325124447,16500000,1,50.5,37873243.0,2790131.0,0
REQ-2026-00728,Sales,Senior,56,29,3.35,0,1,0,Asus,ExpertBook B9,Core i7,Iris Xe,16,2048,2,0.8,0.95,1,1,8,30875586,27862971,247004688,0.183,0,192784883,18000000,1,55.2,34115560.0,3239974.0,1
REQ-2026-00729,IT,Staff,81,27,0.4,1,0,0,Dell,Precision 5690,Core i9,RTX 3500,40,3072,4,0.85,0.35,1,0,3,44889683,47280636,134669049,0.43,0,107475171,24000000,0,35.7,46349433.0,1459750.0,1
REQ-2026-00730,IT,Senior,91,24,0.5,0,0,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,2,1,4,12964007,11456603,51856028,0.348,1,168711471,32000000,0,44.0,16241739.0,3277732.0,1
REQ-2026-00731,Finance,Manager,50,31,0.37,0,1,0,HP,OmniBook 5,Ryzen 7,Radeon,16,512,2,0.65,0.8,3,0,9,21575009,19322787,194175081,0.582,1,406733924,27000000,1,57.6,22930839.0,1355830.0,1
REQ-2026-00732,Finance,Senior,44,36,0.51,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,2,0,2,20054431,18707046,40108862,0.148,1,20583939,20000000,1,59.6,24324126.0,4269695.0,1
REQ-2026-00733,HR,Manager,35,29,0.43,0,1,1,Apple,MacBook Air 13,M3,Apple GPU,16,1280,2,0.95,1.0,2,1,10,24816412,24252430,248164120,0.145,1,440980259,20250000,1,72.4,31409500.0,6593088.0,1
REQ-2026-00734,IT,Senior,21,43,0.39,2,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,2,0,5,30055090,28891568,150275450,0.318,0,535957201,32000000,1,57.6,31626039.0,1570949.0,1
REQ-2026-00735,HR,Senior,6,49,0.35,1,1,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,2,0,21,24014105,22611620,504296205,0.102,1,829683967,15000000,1,42.7,25818140.0,1804035.0,1
REQ-2026-00736,Sales,Staff,18,31,7.96,1,1,0,HP,ProBook 445,Ryzen 5,Radeon,8,1536,1,0.6,0.7,2,0,1,18487896,17036256,18487896,0.22,1,74780098,13500000,1,37.3,20005344.0,1517448.0,1
REQ-2026-00737,Finance,Staff,27,75,0.58,1,1,0,HP,ZBook Firefly,Core i7,RTX A500,40,1024,3,0.8,0.6,3,0,22,31884413,33820924,701457086,0.253,1,525775343,15000000,1,59.2,33657141.0,1772728.0,0
REQ-2026-00738,Finance,Staff,123,32,0.28,0,1,0,Asus,Vivobook 14,Core i5,Integrated,24,512,1,0.5,0.7,2,1,25,15080687,15833571,377017175,0.103,1,975929392,15000000,1,39.6,18102280.0,3021593.0,1
REQ-2026-00739,Medical Staff,Staff,136,46,1.01,1,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1536,3,0.9,0.95,1,0,7,28079928,30420022,196559496,0.572,0,196791733,16500000,1,35.4,29824296.0,1744368.0,0
REQ-2026-00740,HR,Staff,14,36,0.68,0,0,0,HP,ProBook 445,Ryzen 5,Radeon,8,1024,1,0.6,0.7,1,1,15,13145180,13664284,197177700,0.28,1,246744296,11250000,1,43.1,16087809.0,2942629.0,1
REQ-2026-00741,Finance,Senior,26,48,0.47,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,8,768,2,0.95,1.0,2,0,9,27426938,22072886,246842442,0.274,1,180325760,20000000,1,53.4,32173817.0,4746879.0,1
REQ-2026-00742,Design,Manager,27,32,0.52,2,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1536,4,0.55,0.3,1,0,6,38818382,34417551,232910292,0.279,1,275878112,40500000,0,24.9,41832196.0,3013814.0,1
REQ-2026-00743,Design,Staff,54,45,0.64,0,0,0,Dell,Precision 5690,Core i9,RTX 3500,32,2048,4,0.85,0.35,1,1,20,41083257,40284568,821665140,0.402,1,1023166902,22500000,0,41.8,42902782.0,1819525.0,0
REQ-2026-00744,Medical Staff,Staff,52,1,1.07,1,1,0,Dell,Inspiron 15,Core i5,Integrated,16,512,1,0.5,0.6,1,1,24,11954862,11083412,286916688,0.226,0,2582341562,16500000,1,28.9,15781036.0,3826174.0,1
REQ-2026-00745,Medical Staff,Staff,17,16,0.49,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,16,768,2,0.95,1.0,3,0,16,29261743,23822812,468187888,0.466,0,739276158,16500000,0,71.6,33505795.0,4244052.0,0
REQ-2026-00746,HR,Senior,64,23,0.05,0,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,8,256,1,0.45,0.65,2,0,21,8928335,8912802,187495035,0.572,0,2198601500,15000000,1,29.7,11216561.0,2288226.0,1
REQ-2026-00747,HR,Director,54,46,0.33,1,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,24,2048,2,0.8,0.95,1,1,18,32436035,31284821,583848630,0.432,1,1152902633,28500000,1,46.3,36985344.0,4549309.0,1
REQ-2026-00748,Design,Staff,43,25,0.71,1,0,1,Lenovo,ThinkPad T14,Core i5,Integrated,32,1024,2,0.92,0.75,2,2,8,31285909,23854733,250287272,0.411,1,224915552,22500000,1,75.3,35234971.0,3949062.0,1
REQ-2026-00749,HR,Manager,49,66,0.35,0,1,0,Dell,Inspiron 15,Core i5,Integrated,8,1536,1,0.5,0.6,1,2,15,12948447,13379607,194226705,0.194,0,644033894,20250000,1,19.6,22318367.0,9369920.0,1
REQ-2026-00750,Medical Staff,Director,96,33,1.82,0,1,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,26,512,4,0.95,0.85,1,0,18,34662745,32938675,623929410,0.385,0,3340954264,41800000,1,57.3,39087387.0,4424642.0,1
REQ-2026-00751,Design,Staff,33,46,1.03,0,0,0,HP,ProBook 445,Ryzen 5,Radeon,8,1024,1,0.6,0.7,2,3,14,15332038,14391381,214648532,0.099,0,541386967,22500000,0,38.6,21399250.0,6067212.0,1
REQ-2026-00752,HR,Staff,33,37,0.19,1,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,32,1536,2,0.8,0.95,2,1,5,32523807,31592677,162619035,0.296,0,310916936,11250000,0,46.4,35637119.0,3113312.0,0
REQ-2026-00753,IT,Senior,24,40,0.33,0,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,24,1536,2,0.8,0.95,2,1,21,27982269,28708245,587627649,0.338,1,1464341526,32000000,1,58.0,30750364.0,2768095.0,1
REQ-2026-00754,IT,Manager,8,44,1.8,0,0,0,HP,ZBook Firefly,Core i7,RTX A500,32,2048,3,0.8,0.6,1,1,8,31459347,32323291,251674776,0.215,0,174352222,43200000,1,40.8,34616637.0,3157290.0,1
REQ-2026-00755,Sales,Staff,66,38,3.42,0,0,0,HP,OmniBook 5,Ryzen 7,Radeon,32,1024,2,0.65,0.8,2,1,21,23084179,25225462,484767759,0.325,1,144009678,13500000,1,41.4,25358954.0,2274775.0,0
REQ-2026-00756,HR,Senior,50,20,0.54,1,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,40,1024,4,0.55,0.3,1,0,12,36406575,36242683,436878900,0.25,1,121184491,15000000,1,40.5,37875224.0,1468649.0,0
REQ-2026-00757,Sales,Staff,26,33,1.53,0,0,0,Dell,Precision 5690,Core i9,RTX 3500,32,2048,4,0.85,0.35,1,1,24,40068614,40042879,961646736,0.224,1,473741612,13500000,0,31.9,42882872.0,2814258.0,0
REQ-2026-00758,Medical Staff,Staff,38,40,5.14,0,1,0,HP,OmniBook 5,Ryzen 7,Radeon,24,512,2,0.65,0.8,1,1,3,19532777,18717596,58598331,0.186,1,21922694,16500000,1,27.8,23218385.0,3685608.0,0
REQ-2026-00759,Sales,Staff,54,33,3.29,1,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,1,1,22,33391976,33032804,734623472,0.118,0,287975179,13500000,0,29.6,36773939.0,3381963.0,0
REQ-2026-00760,HR,Senior,97,54,0.24,0,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,16,1024,2,0.8,0.95,2,0,2,26070316,25399526,52140632,0.28,1,40459661,15000000,1,50.2,27595433.0,1525117.0,0
REQ-2026-00761,Medical Staff,Staff,47,35,2.45,2,0,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,8,256,1,0.45,0.65,1,2,6,8412487,7486407,50474922,0.326,0,290959188,16500000,0,19.5,16043934.0,7631447.0,1
REQ-2026-00762,IT,Staff,59,16,0.31,0,0,0,Dell,Precision 5690,Core i9,RTX 3500,32,2048,4,0.85,0.35,3,1,12,45214413,41992398,542572956,0.12,1,685492775,24000000,1,50.8,47527347.0,2312934.0,0
REQ-2026-00763,Finance,Staff,52,32,0.04,0,1,1,Dell,Inspiron 15,Core i5,Integrated,8,1024,1,0.5,0.6,1,2,18,11321702,11266628,203790636,0.337,0,447796534,15000000,0,37.6,14924732.0,3603030.0,1
REQ-2026-00764,Sales,Senior,46,14,2.25,0,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,16,256,1,0.45,0.65,1,0,9,10145017,9576297,91305153,0.598,1,563844571,18000000,1,34.2,11966546.0,1821529.0,1
REQ-2026-00765,Medical Staff,Director,23,58,0.91,0,1,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,1024,2,0.92,0.75,1,0,6,23280774,20569656,139684644,0.13,1,259004343,41800000,1,41.9,24816484.0,1535710.0,1
REQ-2026-00766,Sales,Senior,23,29,1.84,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,2,1,7,23114653,19147454,161802571,0.261,0,238006827,18000000,1,53.1,29682787.0,6568134.0,1
REQ-2026-00767,HR,Staff,44,9,0.56,0,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,8,768,1,0.45,0.65,2,2,6,10328694,11198897,61972164,0.244,1,89296112,11250000,1,49.5,14170264.0,3841570.0,1
REQ-2026-00768,Finance,Senior,85,35,0.5,0,1,1,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,1,0,14,17566535,17247574,245931490,0.313,1,466797631,20000000,1,50.1,18865867.0,1299332.0,1
REQ-2026-00769,Design,Senior,82,43,1.03,1,0,1,Lenovo,IdeaPad Slim 3,Core i3,Integrated,8,256,1,0.45,0.65,3,2,1,10979342,9949909,10979342,0.171,1,16873900,30000000,0,32.8,15293942.0,4314600.0,1
REQ-2026-00770,Design,Senior,75,46,0.67,0,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,1,2,9,35144784,34709232,316303056,0.094,1,299476963,30000000,1,31.8,40945302.0,5800518.0,1
REQ-2026-00771,Finance,Staff,21,36,0.32,1,1,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,1536,2,0.92,0.75,2,0,20,23276301,22682424,465526020,0.219,0,294018393,15000000,1,39.8,24775087.0,1498786.0,1
REQ-2026-00772,Sales,Manager,23,41,2.37,1,1,0,HP,ZBook Firefly,Core i7,RTX A500,48,1024,3,0.8,0.6,2,0,6,38178997,35468807,229073982,0.298,1,855216946,24300000,1,42.2,40061563.0,1882566.0,1
REQ-2026-00773,Finance,Manager,43,40,1.21,0,1,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,26,512,4,0.95,0.85,3,1,9,37388380,35295715,336495420,0.243,1,592457000,27000000,0,71.0,42835326.0,5446946.0,1
REQ-2026-00774,Finance,Senior,49,57,0.11,0,1,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,2,0,22,24519895,22415780,539437690,0.379,0,3419772516,20000000,1,53.4,25569599.0,1049704.0,1
REQ-2026-00775,Finance,Director,12,41,1.83,0,1,1,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,2,0,22,24022649,23420479,528498278,0.136,0,2982009579,38000000,1,53.9,25663588.0,1640939.0,1
REQ-2026-00776,HR,Senior,31,21,0.36,0,1,0,HP,OmniBook 5,Ryzen 7,Radeon,24,1024,2,0.65,0.8,2,4,22,23470795,21332230,516357490,0.101,1,879812418,15000000,1,35.0,32528369.0,9057574.0,1
REQ-2026-00777,IT,Staff,71,24,0.94,0,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,16,1024,2,0.8,0.95,1,0,16,23156605,25352029,370505680,0.365,0,387545020,24000000,0,48.6,24729776.0,1573171.0,1
REQ-2026-00778,Medical Staff,Staff,48,56,1.18,2,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,1024,3,0.9,0.95,1,0,14,25654466,29550044,359162524,0.564,1,371053025,16500000,1,47.4,27005552.0,1351086.0,0
REQ-2026-00779,Design,Staff,18,19,0.45,0,0,1,Apple,MacBook Air 13,M3,Apple GPU,16,768,2,0.95,1.0,1,4,25,26719697,21277464,667992425,0.145,1,1340363207,22500000,0,47.3,36530921.0,9811224.0,1
REQ-2026-00780,Finance,Senior,62,6,1.54,0,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,1,1,2,38649756,34658365,77299512,0.575,1,295017362,20000000,0,49.2,42293799.0,3644043.0,0
REQ-2026-00781,IT,Manager,10,29,1.08,0,0,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,1024,4,0.95,0.85,2,2,17,37485637,33627307,637255829,0.633,1,1453183828,43200000,1,39.6,45994753.0,8509116.0,1
REQ-2026-00782,IT,Staff,92,40,0.48,0,1,0,Dell,Precision 5690,Core i9,RTX 3500,48,2048,4,0.85,0.35,2,1,4,53590751,46286093,214363004,0.211,1,57400481,24000000,0,48.0,55983737.0,2392986.0,0
REQ-2026-00783,Design,Staff,28,22,1.68,0,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,32,512,2,0.92,0.75,3,2,2,27783715,22430227,55567430,0.243,1,49515632,22500000,0,61.1,32653354.0,4869639.0,1
REQ-2026-00784,IT,Staff,26,25,0.05,1,0,0,Dell,Latitude 7450,Core i7,Integrated,32,512,2,0.85,0.85,1,0,13,26711622,26068935,347251086,0.712,0,350032966,24000000,1,45.5,28107950.0,1396328.0,0
REQ-2026-00785,IT,Staff,63,36,0.17,0,1,0,Dell,Inspiron 15,Core i5,Integrated,16,1536,1,0.5,0.6,2,0,16,18738284,15677035,299812544,0.434,0,655388878,24000000,0,41.9,20444580.0,1706296.0,1
REQ-2026-00786,Sales,Senior,7,45,1.27,0,1,1,Asus,ROG Zephyrus,Core i9,RTX 4070,40,2048,4,0.55,0.3,1,1,8,45279726,40377214,362237808,0.319,1,481888242,18000000,1,35.8,47504039.0,2224313.0,1
REQ-2026-00787,Medical Staff,Staff,72,40,0.17,0,1,0,Asus,ExpertBook B9,Core i7,Iris Xe,32,1024,2,0.8,0.95,1,0,19,31616326,27265140,600710194,0.402,1,492879258,16500000,1,42.1,32617175.0,1000849.0,0
REQ-2026-00788,Design,Senior,58,19,0.8,1,0,0,HP,ProBook 445,Ryzen 5,Radeon,16,1536,1,0.6,0.7,1,0,15,19152285,17551628,287284275,0.193,0,656611494,30000000,0,44.0,20809552.0,1657267.0,0
REQ-2026-00789,HR,Staff,19,20,0.6,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,8,768,2,0.95,1.0,2,0,7,23064811,20675511,161453677,0.182,1,177017999,11250000,0,43.6,27809044.0,4744233.0,0
REQ-2026-00790,Finance,Manager,15,45,0.89,0,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,1,1,11,41027309,35390953,451300399,0.19,1,589537722,27000000,1,34.7,45063346.0,4036037.0,1
REQ-2026-00791,Design,Manager,121,18,0.4,1,0,1,HP,ProBook 445,Ryzen 5,Radeon,16,1536,1,0.6,0.7,3,1,5,21825718,19030895,109128590,0.183,1,334732516,40500000,0,54.8,25366676.0,3540958.0,1
REQ-2026-00792,Design,Senior,21,51,1.71,2,0,0,Asus,Vivobook 14,Core i5,Integrated,24,1536,1,0.5,0.7,2,3,11,20759779,19393647,228357569,0.56,0,735696343,30000000,1,24.9,28285312.0,7525533.0,1
REQ-2026-00793,Finance,Senior,12,18,0.6,1,1,0,HP,ProBook 445,Ryzen 5,Radeon,8,512,1,0.6,0.7,1,2,1,10172473,11750740,10172473,0.326,1,17538490,20000000,1,38.3,14142696.0,3970223.0,1
REQ-2026-00794,Design,Staff,31,50,0.23,0,0,0,HP,ProBook 445,Ryzen 5,Radeon,24,512,1,0.6,0.7,3,1,13,14800322,17894644,192404186,0.059,0,877330613,22500000,0,65.4,17286362.0,2486040.0,1
REQ-2026-00795,Sales,Senior,34,22,6.03,0,0,1,Asus,ExpertBook B9,Core i7,Iris Xe,24,1024,2,0.8,0.95,2,2,20,32372689,28132073,647453780,0.235,1,1271563169,18000000,1,53.0,36856420.0,4483731.0,1
REQ-2026-00796,IT,Staff,25,47,0.71,0,1,1,Dell,Precision 5690,Core i9,RTX 3500,40,2048,4,0.85,0.35,1,1,22,42897280,44243969,943740160,0.448,1,923425769,24000000,1,40.0,46103561.0,3206281.0,0
REQ-2026-00797,IT,Staff,69,29,0.23,0,0,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,512,4,0.95,0.85,2,3,16,31091603,32628153,497465648,0.085,1,1629712661,24000000,1,61.4,38858304.0,7766701.0,1
REQ-2026-00798,Medical Staff,Senior,2,34,0.87,0,0,0,Dell,Inspiron 15,Core i5,Integrated,8,1536,1,0.5,0.6,2,1,20,19356265,14886527,387125300,0.207,1,558074694,22000000,1,35.7,22067858.0,2711593.0,1
REQ-2026-00799,Finance,Manager,96,35,0.41,0,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,1,2,16,34512288,32867550,552196608,0.399,0,1188678573,27000000,1,29.2,40976964.0,6464676.0,1
REQ-2026-00800,Sales,Staff,15,25,1.0,0,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1024,4,0.9,0.25,1,3,13,38215238,37253494,496798094,0.138,1,286541936,13500000,1,40.4,45551053.0,7335815.0,0
REQ-2026-00801,IT,Staff,18,5,1.37,1,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1024,4,0.9,0.25,3,2,6,36859247,38638079,221155482,0.606,0,107158541,24000000,1,49.9,41036128.0,4176881.0,0
REQ-2026-00802,Design,Staff,23,41,0.69,0,0,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,16,256,1,0.45,0.65,2,2,14,13847719,10636346,193868066,0.355,1,752314107,22500000,0,47.2,18677619.0,4829900.0,1
REQ-2026-00803,Finance,Senior,68,44,0.75,0,1,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,1,1,8,10899392,10175248,87195136,0.308,1,142364871,20000000,1,35.0,13809684.0,2910292.0,1
REQ-2026-00804,Finance,Director,43,47,0.85,1,1,1,Dell,Inspiron 15,Core i5,Integrated,8,1536,1,0.5,0.6,3,0,15,14086207,15712808,211293105,0.566,0,1174853568,38000000,1,27.2,15831043.0,1744836.0,1
REQ-2026-00805,IT,Staff,58,20,1.65,0,1,0,Dell,Latitude 7450,Core i7,Integrated,32,512,2,0.85,0.85,2,0,16,28279922,26978491,452478752,0.167,1,740878101,24000000,1,47.5,29695588.0,1415666.0,1
REQ-2026-00806,Sales,Senior,63,37,9.43,0,0,0,Dell,Inspiron 15,Core i5,Integrated,8,512,1,0.5,0.6,1,3,18,10478821,9458715,188618778,0.287,1,344728659,18000000,1,22.8,17481849.0,7003028.0,1
REQ-2026-00807,Sales,Staff,116,39,2.7,0,1,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,3,1,9,14764306,13644378,132878754,0.45,1,253285149,13500000,0,45.2,17876024.0,3111718.0,1
REQ-2026-00808,HR,Staff,18,67,1.41,1,1,0,Asus,ROG Zephyrus,Core i9,RTX 4070,40,1024,4,0.55,0.3,3,3,22,45117162,38784963,992577564,0.214,0,657283148,11250000,0,47.6,50620335.0,5503173.0,0
REQ-2026-00809,Finance,Senior,60,15,0.62,0,1,1,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,512,4,0.95,0.85,1,1,5,35052378,31962901,175261890,0.505,1,349790368,20000000,1,67.1,40723269.0,5670891.0,1
REQ-2026-00810,Sales,Senior,11,35,2.04,1,1,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,1536,2,0.92,0.75,1,1,13,22694956,21681184,295034428,0.884,0,369984722,18000000,1,46.7,26043751.0,3348795.0,1
REQ-2026-00811,Medical Staff,Staff,47,42,1.17,1,1,0,HP,ProBook 445,Ryzen 5,Radeon,16,512,1,0.6,0.7,1,2,7,15504215,13520223,108529505,0.568,0,482303944,16500000,1,32.2,20282937.0,4778722.0,1
REQ-2026-00812,HR,Staff,74,46,0.66,0,1,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,26,1536,4,0.95,0.85,3,1,6,38818492,38382023,232910952,0.329,1,275131402,11250000,0,54.9,44562577.0,5744085.0,0
REQ-2026-00813,Design,Staff,39,26,0.54,1,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,1,0,13,40455306,34025121,525918978,0.139,1,802146065,22500000,0,33.8,42301125.0,1845819.0,1
REQ-2026-00814,Finance,Manager,13,21,1.35,0,1,1,Asus,ROG Zephyrus,Core i9,RTX 4070,48,1024,4,0.55,0.3,1,1,23,44585259,37857898,1025460957,0.317,1,1314468806,27000000,0,43.5,47290653.0,2705394.0,1
REQ-2026-00815,Design,Senior,33,48,0.2,0,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,2,0,1,37146584,36288419,37146584,0.811,1,119473525,30000000,1,39.0,39239689.0,2093105.0,1
REQ-2026-00816,IT,Manager,38,39,1.19,0,1,1,Asus,Vivobook 14,Core i5,Integrated,8,1536,1,0.5,0.7,3,1,25,17807323,15960933,445183075,0.307,1,958604918,43200000,0,53.5,21645855.0,3838532.0,1
REQ-2026-00817,Design,Staff,93,39,0.46,0,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1024,4,0.55,0.3,1,4,21,32451906,35442373,681490026,0.178,1,917795463,22500000,1,49.7,38575961.0,6124055.0,1
REQ-2026-00818,IT,Senior,48,33,0.59,2,0,0,Dell,Inspiron 15,Core i5,Integrated,16,512,1,0.5,0.6,2,1,24,12991459,12236736,311795016,0.467,1,1343035973,32000000,0,35.4,16262254.0,3270795.0,1
REQ-2026-00819,Medical Staff,Senior,40,29,1.91,0,1,0,HP,ProBook 445,Ryzen 5,Radeon,8,512,1,0.6,0.7,1,3,7,11411042,11575453,79877294,0.241,0,127361091,22000000,0,39.3,16861816.0,5450774.0,1
REQ-2026-00820,HR,Senior,19,68,0.48,0,0,0,Apple,MacBook Air 13,M3,Apple GPU,8,768,2,0.95,1.0,2,0,21,23441974,21063126,492281454,0.23,1,385156513,15000000,1,56.1,27821588.0,4379614.0,1
REQ-2026-00821,Finance,Staff,7,39,1.64,2,1,0,Dell,Inspiron 15,Core i5,Integrated,16,1024,1,0.5,0.6,1,2,7,14647926,13120993,102535482,0.345,1,161815679,15000000,1,18.5,21711403.0,7063477.0,1
